hit_id	replicon	hit_pos	hit_sequence_length	gene_name	i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
GCF_030718785.1|NZ_CP132189.1|NZ_CP132189.1_452	clust_rep_seq	3517	291	Aristaios__Aristaios	2.9e-43	148.1	0.614	0.924	22	290
GCF_030994225.1|NZ_CP099928.1|NZ_CP099928.1_1156	clust_rep_seq	3527	280	DS-40__DS-40	9.9e-86	287.1	0.99	0.993	2	279
GCF_036553415.2|NZ_CM170608.1|NZ_CM170608.1_614	clust_rep_seq	3541	299	PD-Lambda-4__PD-Lambda-4_B	1.1e-29	103.1	0.97	0.973	1	291
GCF_048284855.2|NZ_CP192285.1|NZ_CP192285.1_1859	clust_rep_seq	3610	218	DS-18__DS-18	1.4e-09	37.1	0.637	0.693	27	177
GCF_048284885.2|NZ_CP192147.1|NZ_CP192147.1_1209	clust_rep_seq	3618	299	CBASS__Cyclase_II	1.1e-14	53.9	0.663	0.803	17	256
GCF_048284885.2|NZ_CP192147.1|NZ_CP192147.1_1209	clust_rep_seq	3618	299	CBASS__Cyclase_new	3.6e-15	55.3	0.63	0.753	26	250
GCF_048284885.2|NZ_CP192147.1|NZ_CP192147.1_1210	clust_rep_seq	3619	210	Panoptes__OptE	4.3e-10	39.2	0.848	0.871	9	191
GCF_048284885.2|NZ_CP192147.1|NZ_CP192147.1_1210	clust_rep_seq	3619	210	CBASS__2TM_Gros	5.7e-26	91.6	0.664	0.929	11	205
GCF_048284885.2|NZ_CP192147.1|NZ_CP192147.1_1210	clust_rep_seq	3619	210	CBASS__Effector_2TM_S_2TMBeta	8.2e-28	96.8	0.939	0.843	14	190
GCF_048284885.2|NZ_CP192147.1|NZ_CP192147.1_1222	clust_rep_seq	3620	170	PhiR47.1_PanTA__PanT	7.3e-25	86.5	0.782	0.753	37	164
GCF_049315005.1|NZ_CP186026.1|NZ_CP186026.1_671	clust_rep_seq	3632	281	DS-35__DS-35	2e-90	302.7	0.974	0.989	3	280
GCF_049816165.1|NZ_CP187429.1|NZ_CP187429.1_1301	clust_rep_seq	3645	415	Retron_I_A__ATPase_TypeIA	5.7e-19	68.1	0.792	0.99	2	412
GCF_049816165.1|NZ_CP187429.1|NZ_CP187429.1_1301	clust_rep_seq	3645	415	Paris_II__AriA_AAA21	3.9e-24	85.2	0.869	0.896	2	373
GCF_049816165.1|NZ_CP187429.1|NZ_CP187429.1_1301	clust_rep_seq	3645	415	Septu__PtuA	1.3e-45	156.5	0.862	0.995	1	413
GCF_049816175.1|NZ_CP187434.1|NZ_CP187434.1_1232	clust_rep_seq	3647	562	RT_I_II_III_IV_V_VI_1	3.8e-14	51.8	0.747	0.406	38	265
GCF_049816175.1|NZ_CP187434.1|NZ_CP187434.1_1232	clust_rep_seq	3647	562	Retron__RT_Tot_11	1.1000000000000002e-34	119.6	0.848	0.518	36	326
GCF_049816175.1|NZ_CP187434.1|NZ_CP187434.1_1232	clust_rep_seq	3647	562	Retron__RT_Tot_9	6.8e-35	120.3	0.739	0.539	16	318
GCF_049816175.1|NZ_CP187434.1|NZ_CP187434.1_1232	clust_rep_seq	3647	562	Retron__RT_Tot_8	2.1e-35	121.9	0.794	0.568	10	328
GCF_049816175.1|NZ_CP187434.1|NZ_CP187434.1_1232	clust_rep_seq	3647	562	Retron__RT_Tot_12	1.3e-36	126.2	0.94	0.571	6	326
GCF_049816175.1|NZ_CP187434.1|NZ_CP187434.1_1232	clust_rep_seq	3647	562	Retron__RT_Tot_1	1.9e-41	141.7	0.821	0.468	16	278
GCF_049816175.1|NZ_CP187434.1|NZ_CP187434.1_1232	clust_rep_seq	3647	562	Retron__RT_Tot_13	3.2e-43	147.4	0.679	0.425	36	274
GCF_049816175.1|NZ_CP187434.1|NZ_CP187434.1_1232	clust_rep_seq	3647	562	Retron__RT_Tot_4	3.8e-53	180.2	0.811	0.466	18	279
GCF_049816175.1|NZ_CP187434.1|NZ_CP187434.1_1232	clust_rep_seq	3647	562	Retron__RT_Tot_5	1.6e-59	201.2	0.566	0.56	15	329
GCF_049816175.1|NZ_CP187434.1|NZ_CP187434.1_1232	clust_rep_seq	3647	562	Retron__RT_Tot_10	2.2999999999999998e-60	204.1	0.935	0.591	6	337
GCF_049816175.1|NZ_CP187434.1|NZ_CP187434.1_1232	clust_rep_seq	3647	562	Retron__RT_Tot_14	8.7e-62	208.4	0.878	0.489	14	288
GCF_049816175.1|NZ_CP187434.1|NZ_CP187434.1_1232	clust_rep_seq	3647	562	Retron__RT_Tot_6	6e-62	208.9	0.871	0.569	6	325
GCF_049816175.1|NZ_CP187434.1|NZ_CP187434.1_1232	clust_rep_seq	3647	562	Retron__RT_Tot_7	6.5e-76	255.2	0.772	0.573	14	335
GCF_049816175.1|NZ_CP187434.1|NZ_CP187434.1_1232	clust_rep_seq	3647	562	Retron__RT_Tot_15	2e-77	261.1	0.469	0.56	6	320
GCF_049816175.1|NZ_CP187434.1|NZ_CP187434.1_1232	clust_rep_seq	3647	562	Retron_I_C__RT_1_C3	1.6e-98	330.3	0.726	0.781	8	446
GCF_049816175.1|NZ_CP187434.1|NZ_CP187434.1_1232	clust_rep_seq	3647	562	Retron_XII__RT_12	1.5e-112	376.3	0.646	0.658	7	376
GCF_049816175.1|NZ_CP187434.1|NZ_CP187434.1_1232	clust_rep_seq	3647	562	Retron_I_C__RT_1_C2	1.2e-164	548.5	0.989	0.988	6	560
GCF_049816175.1|NZ_CP187434.1|NZ_CP187434.1_1232	clust_rep_seq	3647	562	Retron_I_C__RT_1_C1	7.199999999999999e-224	743.9	0.979	0.998	1	561
GCF_049816175.1|NZ_CP187434.1|NZ_CP187434.1_1253	clust_rep_seq	3651	308	Rst_DUF4238__DUF4238_Pers	1e-103	346.5	0.997	0.997	2	308
GCF_050710195.2|NZ_CM139086.1|NZ_CM139086.1_2081	clust_rep_seq	3672	148	PD-Lambda-3__PD-Lambda-3_A	4.1e-24	84.7	0.761	0.804	18	136
GCF_052076115.1|NZ_CP197263.1|NZ_CP197263.1_1784	clust_rep_seq	3686	215	RM_Type_IV__Type_IV_05	6e-24	84.9	0.645	0.944	11	213
GCF_052076115.1|NZ_CP197263.1|NZ_CP197263.1_1805	clust_rep_seq	3688	212	Dag__Dag3	4.2e-83	277.7	0.967	0.986	3	211
GCF_900185995.1|NZ_LT897798.1|NZ_LT897798.1_474	clust_rep_seq	3764	431	Retron_I_A__ATPase_TypeIA	1.3e-19	70.3	0.704	0.984	2	425
GCF_900185995.1|NZ_LT897798.1|NZ_LT897798.1_474	clust_rep_seq	3764	431	Septu__PtuA	4.600000000000001e-28	98.7	0.74	0.977	3	423
GCF_900185995.1|NZ_LT897798.1|NZ_LT897798.1_474	clust_rep_seq	3764	431	Paris_II__AriA_AAA21	2.1000000000000002e-57	194.8	0.849	0.993	3	430
GCF_900185995.1|NZ_LT897798.1|NZ_LT897798.1_474	clust_rep_seq	3764	431	Paris_I__AriA_AAA15	3.5e-65	220.7	0.917	0.984	3	426
GCF_900185995.1|NZ_LT897798.1|NZ_LT897798.1_475	clust_rep_seq	3765	300	Paris_II__AriB_DUF4435_II	1.6e-22	80.3	0.844	0.893	13	280
GCF_900185995.1|NZ_LT897798.1|NZ_LT897798.1_475	clust_rep_seq	3765	300	Paris_I__AriB_DUF4435_I	2.5999999999999998e-27	96.0	0.88	0.92	6	281
GCF_900185995.1|NZ_LT897798.1|NZ_LT897798.1_484	clust_rep_seq	3767	378	Abi2__Abi_2	1.5000000000000001e-46	158.5	0.994	0.513	36	229
GCF_900185995.1|NZ_LT897798.1|NZ_LT897798.1_484	clust_rep_seq	3767	378	AbiD__AbiD	3.7e-86	289.0	0.904	0.791	6	304
GCF_900185995.1|NZ_LT897798.1|NZ_LT897798.1_518	clust_rep_seq	3771	219	Dag__Dag15	2.2e-77	259.3	0.982	0.968	3	214
GCF_001758605.1|NZ_CP012950.1|NZ_CP012950.1_1262	clust_rep_seq	3792	340	Dazbog__DzbA	2.7999999999999997e-41	141.5	0.654	0.721	4	248
GCF_001758605.1|NZ_CP012950.1|NZ_CP012950.1_1271	clust_rep_seq	3795	328	FS_GIY_YIG__GIY_YIG	5.3e-88	294.9	0.949	0.96	3	317
GCF_001758605.1|NZ_CP012950.1|NZ_CP012950.1_1279	clust_rep_seq	3797	263	Lamassu__LmuA_Mrr	3e-21	76.2	0.452	0.529	12	150
GCF_019670485.1|NZ_AP024165.1|NZ_AP024165.1_1097	clust_rep_seq	3834	211	AbiV__AbiV	1.5e-06	27.7	0.637	0.635	19	152
GCF_019670485.1|NZ_AP024165.1|NZ_AP024165.1_1110	clust_rep_seq	3839	271	AbiAlpha__AbiAlpha	1.8999999999999998e-44	151.4	1.0	0.694	77	264
GCF_019670485.1|NZ_AP024165.1|NZ_AP024165.1_1112	clust_rep_seq	3840	219	Retron_VII_2__DUF3800	4.3e-10	39.7	0.991	0.872	5	195
GCF_019670485.1|NZ_AP024165.1|NZ_AP024165.1_1114	clust_rep_seq	3841	291	CBASS__Endonuc_small	1.5e-15	57.0	0.432	0.368	10	116
GCF_019670485.1|NZ_AP024165.1|NZ_AP024165.1_1114	clust_rep_seq	3841	291	PD_DExK_I_II_III_IV_V_VI_5	3e-23	81.3	0.85	0.381	6	116
GCF_019670485.1|NZ_AP024165.1|NZ_AP024165.1_1128	clust_rep_seq	3846	278	Aristaios__Aristaios	6.9e-32	110.7	0.567	0.881	19	263
GCF_019670485.1|NZ_AP024165.1|NZ_AP024165.1_1167	clust_rep_seq	3857	399	Dazbog__DzbA	9.3e-20	70.7	0.662	0.614	143	387
GCF_021397735.1|NZ_CP090179.1|NZ_CP090179.1_475	clust_rep_seq	3864	239	VcaM4I__VcaM4I	9.3e-61	205.8	0.512	0.741	62	238
GCF_021397735.1|NZ_CP090179.1|NZ_CP090179.1_491	clust_rep_seq	3865	291	BstA__BstA	8.899999999999999e-118	392.1	0.964	0.993	2	290
GCF_021730085.1|NZ_CP068641.1|NZ_CP068641.1_1460	clust_rep_seq	3894	218	DS-45__DS-45	1.1e-65	220.9	0.943	0.991	2	217
GCF_022343085.1|NZ_CP082303.1|NZ_CP082303.1_1750	clust_rep_seq	3896	251	AbiJ__AbiJ	8.6e-13	47.8	0.46	0.558	104	243
GCF_009665475.1|NZ_CP035731.1|NZ_CP035731.1_396	clust_rep_seq	3922	291	VP1826__VP1826	9e-56	189.5	0.609	0.821	1	239
GCF_009665495.1|NZ_CP035701.1|NZ_CP035701.1_1359	clust_rep_seq	3930	269	Hailong__HalA	4.4999999999999996e-41	140.8	0.677	0.87	36	269
GCF_009763065.1|NZ_CP046750.1|NZ_CP046750.1_78	clust_rep_seq	3962	336	FS_HsdR_like__DUF6731	0.00011	21.0	0.483	0.509	8	178
GCF_009763625.1|NZ_CP046787.1|NZ_CP046787.1_2069	clust_rep_seq	3995	309	CBASS__Endonuc_small	5.799999999999999e-23	81.4	0.523	0.405	5	129
GCF_009763625.1|NZ_CP046787.1|NZ_CP046787.1_2069	clust_rep_seq	3995	309	Damona__VCA0399	2.2e-32	111.9	0.662	0.722	23	245
GCF_009763625.1|NZ_CP046787.1|NZ_CP046787.1_2069	clust_rep_seq	3995	309	PD_DExK_I_II_III_IV_V_VI_5	1.2e-36	124.5	0.969	0.395	4	125
GCF_009763625.1|NZ_CP046787.1|NZ_CP046787.1_2070	clust_rep_seq	3996	224	RM_Type_II__Type_II_MTases_FAM_26	2.2e-12	46.1	0.722	0.955	5	218
GCF_009763625.1|NZ_CP046787.1|NZ_CP046787.1_2070	clust_rep_seq	3996	224	RM_Type_II__Type_II_MTases_FAM_3	1.2e-34	119.6	0.896	0.969	3	219
GCF_009763625.1|NZ_CP046787.1|NZ_CP046787.1_2070	clust_rep_seq	3996	224	RM_Type_II__Type_II_MTases_FAM_1	1.1999999999999999e-41	142.6	0.879	0.973	3	220
GCF_009763625.1|NZ_CP046787.1|NZ_CP046787.1_2070	clust_rep_seq	3996	224	Toutatis__TutB_VCA0447	9.3e-158	523.1	0.862	1.0	1	224
GCF_009763625.1|NZ_CP046787.1|NZ_CP046787.1_2081	clust_rep_seq	3997	291	CBASS__Effector_TIR	3.5e-29	101.3	0.491	0.605	2	177
GCF_028898705.1|NZ_CP118596.1|NZ_CP118596.1_1471	clust_rep_seq	4012	253	DS-34__DS-34B	2.4e-83	279.6	0.758	0.984	4	252
GCF_029958905.1|NZ_CP124613.1|NZ_CP124613.1_865	clust_rep_seq	4040	370	Aristaios__Aristaios	1e-48	166.0	0.629	0.854	53	368
GCF_030238725.2|NZ_CP160382.1|NZ_CP160382.1_1782	clust_rep_seq	4070	427	Paris_II__AriA_AAA21	1.2e-28	100.1	0.854	0.789	1	337
GCF_030238725.2|NZ_CP160382.1|NZ_CP160382.1_1782	clust_rep_seq	4070	427	Retron_I_A__ATPase_TypeIA	1.1999999999999999e-73	248.5	0.418	0.529	201	426
GCF_030238725.2|NZ_CP160382.1|NZ_CP160382.1_1782	clust_rep_seq	4070	427	Septu__PtuA	1.7999999999999997e-114	383.4	0.954	0.986	1	421
GCF_030238725.2|NZ_CP160382.1|NZ_CP160382.1_1783	clust_rep_seq	4071	209	Retron_I_A__HNH_TIGR02646	4.3e-25	88.3	0.889	0.99	1	207
GCF_030238725.2|NZ_CP160382.1|NZ_CP160382.1_1783	clust_rep_seq	4071	209	Septu__PtuB	1.8e-30	106.4	0.902	0.995	1	208
GCF_030238725.2|NZ_CP160382.1|NZ_CP160382.1_1784	clust_rep_seq	4072	133	Thoeris__ThsF_DUF2270	3.6e-49	165.8	0.949	0.977	1	130
GCF_030238765.2|NZ_CM129898.1|NZ_CM129898.1_1236	clust_rep_seq	4092	297	AbiT__AbiTii	2.7000000000000003e-20	72.6	0.737	0.576	3	173
GCF_030580635.1|NZ_CP129422.1|NZ_CP129422.1_349	clust_rep_seq	4097	238	DS-15__DS-15C	1.4e-12	47.1	0.744	0.71	60	228
GCF_030580635.1|NZ_CP129422.1|NZ_CP129422.1_350	clust_rep_seq	4098	163	DS-15__DS-15B	2.2e-18	65.9	0.886	0.669	50	158
GCF_045004305.1|NZ_CP173389.1|NZ_CP173389.1_2022	clust_rep_seq	4112	130	Kiwa__KwaA	1.3e-18	66.8	0.529	0.8	7	110
GCF_045348105.1|NZ_CP150831.1|NZ_CP150831.1_956	clust_rep_seq	4117	329	PD-T4-7__PD-T4-7	7.799999999999999e-68	228.4	0.964	0.939	2	310
GCF_045348105.1|NZ_CP150831.1|NZ_CP150831.1_964	clust_rep_seq	4119	203	AbiA_small__SLATT	1.3e-10	40.7	0.665	0.635	25	153
GCF_045348105.1|NZ_CP150831.1|NZ_CP150831.1_964	clust_rep_seq	4119	203	DRT_3__SLATT	1.3e-36	125.2	0.785	0.788	2	161
GCF_046271895.1|NZ_CP176646.1|NZ_CP176646.1_1675	clust_rep_seq	4160	140	FS_HEPN_TM__TM	3e-06	26.6	0.468	0.664	12	104
GCF_056097205.1|NZ_CP184760.1|NZ_CP184760.1_1476	clust_rep_seq	4209	309	Rugutis__Rugutis	1.1e-54	185.6	0.764	0.974	8	308
GCF_056135565.1|NZ_CM148681.1|NZ_CM148681.1_1206	clust_rep_seq	4214	307	Epona__VCA0366	3.4e-110	367.7	0.994	0.993	2	306
GCF_057368455.1|NZ_CM170641.1|NZ_CM170641.1_975	clust_rep_seq	4238	314	Lit__Lit	1.8e-69	233.7	0.965	0.959	4	304
GCF_057368455.1|NZ_CM170641.1|NZ_CM170641.1_981	clust_rep_seq	4240	371	CBASS__Endonuc_small	2.4e-07	30.3	0.473	0.307	37	150
GCF_057368455.1|NZ_CM170641.1|NZ_CM170641.1_981	clust_rep_seq	4240	371	PD_DExK_I_II_III_IV_V_VI_5	3.7000000000000004e-26	90.6	0.969	0.329	23	144
GCF_057368455.1|NZ_CM170641.1|NZ_CM170641.1_1005	clust_rep_seq	4248	405	Retron__RT_Tot_5	1.9e-29	102.0	0.524	0.674	11	283
GCF_057368455.1|NZ_CM170641.1|NZ_CM170641.1_1005	clust_rep_seq	4248	405	Retron__RT_Tot_15	2.4e-29	102.2	0.529	0.842	14	354
GCF_057368455.1|NZ_CM170641.1|NZ_CM170641.1_1005	clust_rep_seq	4248	405	Retron__RT_Tot_13	4.3000000000000004e-30	104.3	0.704	0.598	39	280
GCF_057368455.1|NZ_CM170641.1|NZ_CM170641.1_1005	clust_rep_seq	4248	405	Retron__RT_Tot_6	8e-37	126.4	0.88	0.77	14	325
GCF_057368455.1|NZ_CM170641.1|NZ_CM170641.1_1005	clust_rep_seq	4248	405	Retron__RT_Tot_7	3.8e-49	167.1	0.825	0.81	13	340
GCF_057368455.1|NZ_CM170641.1|NZ_CM170641.1_1005	clust_rep_seq	4248	405	Retron__RT_Tot_10	5.7e-69	232.3	0.917	0.793	10	330
GCF_057368455.1|NZ_CM170641.1|NZ_CM170641.1_1005	clust_rep_seq	4248	405	Retron__RT_Tot_9	5.2e-82	275.4	0.957	0.941	12	392
GCF_057368455.1|NZ_CM170641.1|NZ_CM170641.1_1005	clust_rep_seq	4248	405	Retron__RT_Tot_8	2.2e-183	609.1	0.992	0.968	3	394
GCF_057368455.1|NZ_CM170641.1|NZ_CM170641.1_1006	clust_rep_seq	4249	242	Retron_IV__2TM	9.5e-80	266.8	0.983	0.963	10	242
GCF_057368455.1|NZ_CM170641.1|NZ_CM170641.1_1044	clust_rep_seq	4268	269	Aristaios__Aristaios	5.4e-44	150.5	0.623	0.892	10	249
GCF_057396045.1|NZ_CM171552.1|NZ_CM171552.1_1185	clust_rep_seq	4281	198	ShosTA__ShosT	9.3e-11	41.4	0.591	0.687	62	197
GCF_057396045.1|NZ_CM171552.1|NZ_CM171552.1_1201	clust_rep_seq	4286	214	VP1848__VP1848	4.1e-99	329.9	0.986	0.991	2	213
GCF_057396045.1|NZ_CM171552.1|NZ_CM171552.1_1232	clust_rep_seq	4291	154	MqsRAC__mqsC	4.0000000000000003e-28	98.2	0.903	0.974	4	153
GCF_057396045.1|NZ_CM171552.1|NZ_CM171552.1_1234	clust_rep_seq	4292	240	RM_Type_IV__Type_IV_05	3.9999999999999997e-22	78.9	0.605	0.713	70	240
GCF_057396045.1|NZ_CM171552.1|NZ_CM171552.1_1283	clust_rep_seq	4305	182	Butters_gp30_gp31__Butters_gp31	4.5e-07	29.6	0.887	0.967	1	176
GCF_057418845.1|NZ_CP166928.1|NZ_CP166928.1_704	clust_rep_seq	4314	361	Shedu__SduA	8.2e-38	130.5	0.815	0.95	18	360
GCF_057418845.1|NZ_CP166928.1|NZ_CP166928.1_715	clust_rep_seq	4316	523	Septu__PtuA	1.5e-23	83.9	0.8	0.585	173	478
GCF_057418845.1|NZ_CP166928.1|NZ_CP166928.1_715	clust_rep_seq	4316	523	Septu__PtuA_2	6.3e-176	585.5	0.951	0.992	1	519
GCF_057418855.1|NZ_CP166930.1|NZ_CP166930.1_1006	clust_rep_seq	4326	566	Lamassu__LmuB_Short	6.8e-45	153.4	0.974	0.998	1	565
GCF_057418855.1|NZ_CP166930.1|NZ_CP166930.1_1119	clust_rep_seq	4327	290	Retron_I_A__HNH_TIGR02646	4.6e-07	29.3	0.406	0.303	87	174
GCF_057418855.1|NZ_CP166930.1|NZ_CP166930.1_1119	clust_rep_seq	4327	290	Septu__PtuB	4.1e-14	52.9	0.584	0.497	94	237
GCF_057418855.1|NZ_CP166930.1|NZ_CP166930.1_1119	clust_rep_seq	4327	290	Septu__PtuB_2	5.7e-38	130.8	0.862	0.859	1	249
GCF_057439855.1|NZ_CM172000.1|NZ_CM172000.1_1903	clust_rep_seq	4337	356	Aristaios__Aristaios	2.1e-34	119.0	0.607	0.643	1	229
GCF_057439875.1|NZ_CM172002.1|NZ_CM172002.1_1366	clust_rep_seq	4344	221	Retron_I_A__HNH_TIGR02646	5.1e-14	52.1	0.466	0.48	25	130
GCF_057439875.1|NZ_CM172002.1|NZ_CM172002.1_1366	clust_rep_seq	4344	221	Septu__PtuB	3.3e-36	125.1	0.579	0.665	21	167
GCF_057439875.1|NZ_CM172002.1|NZ_CM172002.1_1367	clust_rep_seq	4345	473	Retron_I_A__ATPase_TypeIA	2.7999999999999998e-24	85.6	0.766	0.86	2	408
GCF_057439875.1|NZ_CM172002.1|NZ_CM172002.1_1367	clust_rep_seq	4345	473	Paris_I__AriA_AAA15	8.700000000000001e-30	104.1	0.898	0.786	23	394
GCF_057439875.1|NZ_CM172002.1|NZ_CM172002.1_1367	clust_rep_seq	4345	473	Paris_II__AriA_AAA21	5e-32	111.2	0.846	0.805	21	401
GCF_057439875.1|NZ_CM172002.1|NZ_CM172002.1_1367	clust_rep_seq	4345	473	Septu__PtuA_2	2.0999999999999999e-38	131.7	0.471	0.77	21	384
GCF_057439875.1|NZ_CM172002.1|NZ_CM172002.1_1367	clust_rep_seq	4345	473	Septu__PtuA	9.900000000000001e-55	186.6	0.91	0.951	17	466
GCF_057439875.1|NZ_CM172002.1|NZ_CM172002.1_1372	clust_rep_seq	4348	335	Belisama__VCA0458	5.8e-32	110.4	0.875	0.827	53	329
GCF_057784735.1|NZ_CM173495.1|NZ_CM173495.1_688	clust_rep_seq	4368	480	PD-Lambda-1__PD-Lambda-1	5e-177	589.1	0.965	0.996	1	478
GCF_057784735.1|NZ_CM173495.1|NZ_CM173495.1_689	clust_rep_seq	4369	432	PD-T7-3__PD-T7-3	2.4e-49	168.2	0.965	0.933	7	409
GCF_057785915.1|NZ_CM173507.1|NZ_CM173507.1_1126	clust_rep_seq	4373	127	Cernunnos__VCA0410	7.5e-23	80.3	0.651	0.929	8	125
GCF_057785955.1|NZ_CM173512.1|NZ_CM173512.1_13	clust_rep_seq	4385	213	RM_Type_IV__Type_IV_05	6.8e-22	78.2	0.762	0.836	36	213
GCF_057785975.1|NZ_CM173513.1|NZ_CM173513.1_1117	clust_rep_seq	4389	455	PD-T7-5__PD-T7-5	2e-59	200.8	0.855	0.705	112	432
GCF_057785975.1|NZ_CM173513.1|NZ_CM173513.1_1117	clust_rep_seq	4389	455	PD-T7-1__PD-T7-1	2.9999999999999995e-187	622.3	0.982	0.98	8	453
GCF_057785975.1|NZ_CM173514.1|NZ_CM173514.1_982	clust_rep_seq	4398	292	Aristaios__Aristaios	4.6e-42	144.2	0.586	0.959	4	283
GCF_057785995.1|NZ_CM173517.1|NZ_CM173517.1_1645	clust_rep_seq	4400	143	Lugos__Lugos	2.2e-29	101.4	0.806	0.93	1	133
GCF_001969325.1|NZ_CP019293.1|NZ_CP019293.1_1278	clust_rep_seq	4415	265	Aristaios__Aristaios	5.7e-56	189.9	0.626	0.966	3	258
GCF_002212025.1|NZ_CP022104.1|NZ_CP022104.1_354	clust_rep_seq	4432	208	Hailong__HalB	6.7e-70	234.8	0.935	0.976	2	204
GCF_002212025.1|NZ_CP022104.1|NZ_CP022104.1_366	clust_rep_seq	4437	366	Shedu__SduA	1.1e-33	116.8	0.774	0.71	99	358
GCF_002257545.1|NZ_CP022742.1|NZ_CP022742.1_657	clust_rep_seq	4479	282	Aristaios__Aristaios	3e-52	177.6	0.617	0.95	3	270
GCF_000969235.1|NZ_CP010811.1|NZ_CP010811.1_2419	clust_rep_seq	4505	269	AbiAlpha__AbiAlpha	1.8e-31	109.1	1.0	0.71	70	260
GCF_001244315.1|NZ_CP009982.1|NZ_CP009982.1_1161	clust_rep_seq	4544	169	RosmerTA__RmrA_2641389401	8.3e-08	31.0	0.404	0.947	6	165
GCF_001262735.2|NZ_CP169261.1|NZ_CP169261.1_2035	clust_rep_seq	4561	245	RM_Type_IV__Type_IV_05	8.5e-24	84.4	0.617	0.706	67	239
GCF_001262735.2|NZ_CP169261.1|NZ_CP169261.1_2035	clust_rep_seq	4561	245	EcoKMcrA__EcoKMcrA	7.9e-36	123.7	0.449	0.767	46	233
GCF_001310575.2|NZ_CP045859.1|NZ_CP045859.1_1273	clust_rep_seq	4580	61	PD-T2-1__PD-T2-1A	7.3e-20	71.2	0.756	0.967	1	59
GCF_001310575.2|NZ_CP045859.1|NZ_CP045859.1_1302	clust_rep_seq	4594	225	AbiV__AbiV	2.3e-10	40.1	0.711	0.644	13	157
GCF_001310575.2|NZ_CP045859.1|NZ_CP045859.1_1303	clust_rep_seq	4595	267	PD_DExK_I_II_III_IV_V_VI_5	1.5e-21	75.8	0.937	0.449	4	123
GCF_001310575.2|NZ_CP045859.1|NZ_CP045859.1_1305	clust_rep_seq	4596	195	Dag__Dag4	3e-36	124.4	0.871	0.933	12	193
GCF_001310575.2|NZ_CP045859.1|NZ_CP045859.1_1309	clust_rep_seq	4598	249	JukAB__JukA	3.9000000000000003e-35	121.2	0.867	0.988	2	247
GCF_001695575.2|NZ_LUAX02000002.1|NZ_LUAX02000002.1_13	clust_rep_seq	4609	484	PD-T7-5__PD-T7-5	5.5e-51	173.0	0.897	0.68	141	469
GCF_001695575.2|NZ_LUAX02000002.1|NZ_LUAX02000002.1_13	clust_rep_seq	4609	484	PD-T7-1__PD-T7-1	7.3e-160	532.0	0.982	0.909	36	475
GCF_001700835.1|NZ_CP010883.1|NZ_CP010883.1_1847	clust_rep_seq	4616	216	VP1848__VP1848	5.900000000000001e-79	264.0	0.991	0.986	3	215
GCF_001700835.1|NZ_CP010886.1|NZ_CP010886.1_1	clust_rep_seq	4617	137	Lugos__Lugos	7.1e-21	73.8	0.787	0.978	1	134
GCF_001700835.1|NZ_CP010886.1|NZ_CP010886.1_15	clust_rep_seq	4620	248	Aristaios__Aristaios	1.1e-48	165.9	0.576	0.988	2	246
GCF_001700835.1|NZ_CP010886.1|NZ_CP010886.1_31	clust_rep_seq	4625	252	Sirona__VCA0356	8.2e-28	97.0	0.606	0.623	2	158
GCF_001700835.1|NZ_CP010886.1|NZ_CP010886.1_69	clust_rep_seq	4630	332	Lamassu__LmuA_Hydrolase	8.600000000000001e-63	211.9	0.93	0.91	7	308
GCF_001700835.1|NZ_CP010886.1|NZ_CP010886.1_71	clust_rep_seq	4632	839	Hachiman__HamB	2.1999999999999997e-51	174.6	0.417	0.458	141	524
GCF_002953335.1|NZ_CP014094.1|NZ_CP014094.1_1666	clust_rep_seq	4647	116	VP1839__VP1839	1.1e-13	50.6	0.5	0.828	7	102
GCF_002953335.1|NZ_CP014093.1|NZ_CP014093.1_109	clust_rep_seq	4656	272	TIR-I__TIR-I_A	1.5999999999999999e-133	444.8	0.714	0.982	1	267
GCF_002953355.1|NZ_CP014134.1|NZ_CP014134.1_43	clust_rep_seq	4658	422	SEFIR__bSEFIR	6.1000000000000006e-71	239.8	0.403	0.405	3	173
GCF_002953355.1|NZ_CP014134.1|NZ_CP014134.1_47	clust_rep_seq	4659	170	Thoeris__ThsF_DUF2270_like	4.7e-15	54.9	0.939	0.929	5	162
GCF_002953355.1|NZ_CP014134.1|NZ_CP014134.1_61	clust_rep_seq	4663	201	Dag__Dag6	1.3e-56	191.3	0.78	0.97	6	200
GCF_002953355.1|NZ_CP014134.1|NZ_CP014134.1_72	clust_rep_seq	4668	299	EcoKMcrA__EcoKMcrA	6.600000000000001e-26	91.1	0.449	0.753	70	294
GCF_002953355.1|NZ_CP014134.1|NZ_CP014134.1_81	clust_rep_seq	4670	240	Shedu__SduA	1.7e-25	89.9	0.513	0.779	10	196
GCF_004135105.1|NZ_CP035458.1|NZ_CP035458.1_615	clust_rep_seq	4721	284	PD-T2-1__PD-T2-1B	7.599999999999999e-90	300.7	0.986	0.989	4	284
GCF_004319645.1|NZ_CP027030.1|NZ_CP027030.1_1267	clust_rep_seq	4738	793	Gabija__GajB_3	2.3e-09	36.5	0.573	0.317	510	760
GCF_004319645.1|NZ_CP027030.1|NZ_CP027030.1_1267	clust_rep_seq	4738	793	Gabija__GajB_2	1.3e-49	168.8	0.737	0.675	226	760
