sys_id	type	subtype	activity	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
clust_rep_seq_Shedu_446	Shedu	Shedu	Defense	GCF_002212025.1|NZ_CP022104.1|NZ_CP022104.1_366	GCF_002212025.1|NZ_CP022104.1|NZ_CP022104.1_366	GCF_002212025.1|NZ_CP022104.1|NZ_CP022104.1_366	1	Shedu__SduA
clust_rep_seq_Aristaios_74	Aristaios	Aristaios	Defense	GCF_002257545.1|NZ_CP022742.1|NZ_CP022742.1_657	GCF_002257545.1|NZ_CP022742.1|NZ_CP022742.1_657	GCF_002257545.1|NZ_CP022742.1|NZ_CP022742.1_657	1	Aristaios__Aristaios
clust_rep_seq_AbiAlpha_6	AbiAlpha	AbiAlpha	Defense	GCF_000969235.1|NZ_CP010811.1|NZ_CP010811.1_2419	GCF_000969235.1|NZ_CP010811.1|NZ_CP010811.1_2419	GCF_000969235.1|NZ_CP010811.1|NZ_CP010811.1_2419	1	AbiAlpha__AbiAlpha
clust_rep_seq_EcoKMcrA_255	EcoKMcrA	EcoKMcrA	Defense	GCF_001262735.2|NZ_CP169261.1|NZ_CP169261.1_2035	GCF_001262735.2|NZ_CP169261.1|NZ_CP169261.1_2035	GCF_001262735.2|NZ_CP169261.1|NZ_CP169261.1_2035	1	EcoKMcrA__EcoKMcrA
clust_rep_seq_AbiV_40	AbiV	AbiV	Defense	GCF_001310575.2|NZ_CP045859.1|NZ_CP045859.1_1302	GCF_001310575.2|NZ_CP045859.1|NZ_CP045859.1_1302	GCF_001310575.2|NZ_CP045859.1|NZ_CP045859.1_1302	1	AbiV__AbiV
clust_rep_seq_Dag_227	Dag	Dag	Defense	GCF_001310575.2|NZ_CP045859.1|NZ_CP045859.1_1305	GCF_001310575.2|NZ_CP045859.1|NZ_CP045859.1_1305	GCF_001310575.2|NZ_CP045859.1|NZ_CP045859.1_1305	1	Dag__Dag4
clust_rep_seq_PD-T7-1_367	PD-T7-1	PD-T7-1	Defense	GCF_001695575.2|NZ_LUAX02000002.1|NZ_LUAX02000002.1_13	GCF_001695575.2|NZ_LUAX02000002.1|NZ_LUAX02000002.1_13	GCF_001695575.2|NZ_LUAX02000002.1|NZ_LUAX02000002.1_13	1	PD-T7-1__PD-T7-1
clust_rep_seq_VP1848_514	VP1848	VP1848	Defense	GCF_001700835.1|NZ_CP010883.1|NZ_CP010883.1_1847	GCF_001700835.1|NZ_CP010883.1|NZ_CP010883.1_1847	GCF_001700835.1|NZ_CP010883.1|NZ_CP010883.1_1847	1	VP1848__VP1848
clust_rep_seq_Lugos_304	Lugos	Lugos	Defense	GCF_001700835.1|NZ_CP010886.1|NZ_CP010886.1_1	GCF_001700835.1|NZ_CP010886.1|NZ_CP010886.1_1	GCF_001700835.1|NZ_CP010886.1|NZ_CP010886.1_1	1	Lugos__Lugos
clust_rep_seq_Aristaios_75	Aristaios	Aristaios	Defense	GCF_001700835.1|NZ_CP010886.1|NZ_CP010886.1_15	GCF_001700835.1|NZ_CP010886.1|NZ_CP010886.1_15	GCF_001700835.1|NZ_CP010886.1|NZ_CP010886.1_15	1	Aristaios__Aristaios
clust_rep_seq_Sirona_466	Sirona	Sirona	Defense	GCF_001700835.1|NZ_CP010886.1|NZ_CP010886.1_31	GCF_001700835.1|NZ_CP010886.1|NZ_CP010886.1_31	GCF_001700835.1|NZ_CP010886.1|NZ_CP010886.1_31	1	Sirona__VCA0356
clust_rep_seq_VP1839_503	VP1839	VP1839	Defense	GCF_002953335.1|NZ_CP014094.1|NZ_CP014094.1_1666	GCF_002953335.1|NZ_CP014094.1|NZ_CP014094.1_1666	GCF_002953335.1|NZ_CP014094.1|NZ_CP014094.1_1666	1	VP1839__VP1839
clust_rep_seq_SEFIR_424	SEFIR	SEFIR	Defense	GCF_002953355.1|NZ_CP014134.1|NZ_CP014134.1_43	GCF_002953355.1|NZ_CP014134.1|NZ_CP014134.1_43	GCF_002953355.1|NZ_CP014134.1|NZ_CP014134.1_43	1	SEFIR__bSEFIR
clust_rep_seq_Dag_228	Dag	Dag	Defense	GCF_002953355.1|NZ_CP014134.1|NZ_CP014134.1_61	GCF_002953355.1|NZ_CP014134.1|NZ_CP014134.1_61	GCF_002953355.1|NZ_CP014134.1|NZ_CP014134.1_61	1	Dag__Dag6
clust_rep_seq_EcoKMcrA_256	EcoKMcrA	EcoKMcrA	Defense	GCF_002953355.1|NZ_CP014134.1|NZ_CP014134.1_72	GCF_002953355.1|NZ_CP014134.1|NZ_CP014134.1_72	GCF_002953355.1|NZ_CP014134.1|NZ_CP014134.1_72	1	EcoKMcrA__EcoKMcrA
clust_rep_seq_Shedu_447	Shedu	Shedu	Defense	GCF_002953355.1|NZ_CP014134.1|NZ_CP014134.1_81	GCF_002953355.1|NZ_CP014134.1|NZ_CP014134.1_81	GCF_002953355.1|NZ_CP014134.1|NZ_CP014134.1_81	1	Shedu__SduA
clust_rep_seq_AbiAlpha_7	AbiAlpha	AbiAlpha	Defense	GCF_004319645.1|NZ_CP027030.1|NZ_CP027030.1_1273	GCF_004319645.1|NZ_CP027030.1|NZ_CP027030.1_1273	GCF_004319645.1|NZ_CP027030.1|NZ_CP027030.1_1273	1	AbiAlpha__AbiAlpha
clust_rep_seq_Lugos_305	Lugos	Lugos	Defense	GCF_004319645.1|NZ_CP027030.1|NZ_CP027030.1_1276	GCF_004319645.1|NZ_CP027030.1|NZ_CP027030.1_1276	GCF_004319645.1|NZ_CP027030.1|NZ_CP027030.1_1276	1	Lugos__Lugos
clust_rep_seq_Pycsar_TIR_380	Pycsar	Pycsar_TIR	Defense	GCF_005280275.1|NZ_CP040022.1|NZ_CP040022.1_137	GCF_006364355.1|NZ_CP040990.1|NZ_CP040990.1_2412	GCF_005280275.1|NZ_CP040022.1|NZ_CP040022.1_137,GCF_006364355.1|NZ_CP040990.1|NZ_CP040990.1_2412	2	CBASS__Effector_TIR,Pycsar__AG_cyclase
clust_rep_seq_Aristaios_76	Aristaios	Aristaios	Defense	GCF_008369605.1|NZ_CP043556.1|NZ_CP043556.1_907	GCF_008369605.1|NZ_CP043556.1|NZ_CP043556.1_907	GCF_008369605.1|NZ_CP043556.1|NZ_CP043556.1_907	1	Aristaios__Aristaios
clust_rep_seq_CBASS_I_TM_169	CBASS	CBASS_I_TM	Defense	GCF_013357685.1|NZ_CP053803.1|NZ_CP053803.1_373	GCF_013357685.1|NZ_CP053803.1|NZ_CP053803.1_374	GCF_013357685.1|NZ_CP053803.1|NZ_CP053803.1_373,GCF_013357685.1|NZ_CP053803.1|NZ_CP053803.1_374	2	CBASS__2TM_new,CBASS__Cyclase_SMODS
clust_rep_seq_DRT_4_193	DRT	DRT_4	Defense	GCF_013357685.1|NZ_CP053803.1|NZ_CP053803.1_406	GCF_013357685.1|NZ_CP053803.1|NZ_CP053803.1_406	GCF_013357685.1|NZ_CP053803.1|NZ_CP053803.1_406	1	DRT_4__drt4
clust_rep_seq_DRT8_189	DRT	DRT8	Defense	GCF_013357685.1|NZ_CP053803.1|NZ_CP053803.1_408	GCF_013357685.1|NZ_CP053803.1|NZ_CP053803.1_408	GCF_013357685.1|NZ_CP053803.1|NZ_CP053803.1_408	1	DRT8__DRT8a
clust_rep_seq_Septu_439	Septu	Septu	Defense	GCF_013357745.1|NZ_CP053807.1|NZ_CP053807.1_343	GCF_013357745.1|NZ_CP053807.1|NZ_CP053807.1_344	GCF_013357745.1|NZ_CP053807.1|NZ_CP053807.1_343,GCF_013357745.1|NZ_CP053807.1|NZ_CP053807.1_344	2	Septu__PtuA,Septu__PtuB
clust_rep_seq_EcoKMcrA_257	EcoKMcrA	EcoKMcrA	Defense	GCF_014879975.1|NZ_CP062500.1|NZ_CP062500.1_1652	GCF_014879975.1|NZ_CP062500.1|NZ_CP062500.1_1652	GCF_014879975.1|NZ_CP062500.1|NZ_CP062500.1_1652	1	EcoKMcrA__EcoKMcrA
clust_rep_seq_Aristaios_77	Aristaios	Aristaios	Defense	GCF_015767675.1|NZ_CP065219.1|NZ_CP065219.1_98	GCF_015767675.1|NZ_CP065219.1|NZ_CP065219.1_98	GCF_015767675.1|NZ_CP065219.1|NZ_CP065219.1_98	1	Aristaios__Aristaios
clust_rep_seq_AbiQ_36	AbiQ	AbiQ	Defense	GCF_015767675.1|NZ_CP065219.1|NZ_CP065219.1_101	GCF_015767675.1|NZ_CP065219.1|NZ_CP065219.1_101	GCF_015767675.1|NZ_CP065219.1|NZ_CP065219.1_101	1	AbiQ__AbiQ
clust_rep_seq_DS-18_196	DS-18	DS-18	Defense	GCF_024347395.1|NZ_AP025472.1|NZ_AP025472.1_1126	GCF_024347395.1|NZ_AP025472.1|NZ_AP025472.1_1126	GCF_024347395.1|NZ_AP025472.1|NZ_AP025472.1_1126	1	DS-18__DS-18
clust_rep_seq_Aristaios_78	Aristaios	Aristaios	Defense	GCF_024347395.1|NZ_AP025472.1|NZ_AP025472.1_1160	GCF_024347395.1|NZ_AP025472.1|NZ_AP025472.1_1160	GCF_024347395.1|NZ_AP025472.1|NZ_AP025472.1_1160	1	Aristaios__Aristaios
clust_rep_seq_Kiwa_294	Kiwa	Kiwa	Defense	GCF_030994145.1|NZ_CP099919.1|NZ_CP099919.1_1245	GCF_030994145.1|NZ_CP099919.1|NZ_CP099919.1_1246	GCF_030994145.1|NZ_CP099919.1|NZ_CP099919.1_1245,GCF_030994145.1|NZ_CP099919.1|NZ_CP099919.1_1246	2	Kiwa__KwaA,Kiwa__KwaB_2
clust_rep_seq_dGTPase_532	dGTPase	dGTPase	Defense	GCF_032027525.2|NZ_CP184804.1|NZ_CP184804.1_267	GCF_032027525.2|NZ_CP184804.1|NZ_CP184804.1_267	GCF_032027525.2|NZ_CP184804.1|NZ_CP184804.1_267	1	dGTPase__Sp_dGTPase
clust_rep_seq_Damona_244	Damona	Damona	Defense	GCF_045820715.1|NZ_CP174456.1|NZ_CP174456.1_1588	GCF_045820715.1|NZ_CP174456.1|NZ_CP174456.1_1588	GCF_045820715.1|NZ_CP174456.1|NZ_CP174456.1_1588	1	Damona__VCA0399
clust_rep_seq_gcu24_535	gcu24	gcu24	Defense	GCF_045820715.1|NZ_CP174456.1|NZ_CP174456.1_1623	GCF_045820715.1|NZ_CP174456.1|NZ_CP174456.1_1623	GCF_045820715.1|NZ_CP174456.1|NZ_CP174456.1_1623	1	gcu24__gcu24
clust_rep_seq_DARNA_184	DARNA	DARNA	Defense	GCF_045820715.1|NZ_CP174456.1|NZ_CP174456.1_1624	GCF_045820715.1|NZ_CP174456.1|NZ_CP174456.1_1624	GCF_045820715.1|NZ_CP174456.1|NZ_CP174456.1_1624	1	PD-T7-3__PD-T7-3
clust_rep_seq_Aristaios_79	Aristaios	Aristaios	Defense	GCF_045820715.1|NZ_CP174456.1|NZ_CP174456.1_1626	GCF_045820715.1|NZ_CP174456.1|NZ_CP174456.1_1626	GCF_045820715.1|NZ_CP174456.1|NZ_CP174456.1_1626	1	Aristaios__Aristaios
clust_rep_seq_CapRel_175	CapRel	CapRel	Defense	GCF_046581405.1|NZ_CP041683.1|NZ_CP041683.1_3221	GCF_046581405.1|NZ_CP041683.1|NZ_CP041683.1_3221	GCF_046581405.1|NZ_CP041683.1|NZ_CP041683.1_3221	1	CapRel__CapRel
clust_rep_seq_PD-T4-4_356	PD-T4-4	PD-T4-4	Defense	GCF_046850195.1|NZ_CP133986.1|NZ_CP133986.1_1000	GCF_046850195.1|NZ_CP133986.1|NZ_CP133986.1_1001	GCF_046850195.1|NZ_CP133986.1|NZ_CP133986.1_1000,GCF_046850195.1|NZ_CP133986.1|NZ_CP133986.1_1001	2	PD-T4-4__PD-T4-4_A,PD-T4-4__PD-T4-4_B
clust_rep_seq_DS-20_199	DS-20	DS-20	Defense	GCF_049563345.1|NZ_CP110481.1|NZ_CP110481.1_316	GCF_049563345.1|NZ_CP110481.1|NZ_CP110481.1_316	GCF_049563345.1|NZ_CP110481.1|NZ_CP110481.1_316	1	DS-20__DS-20
clust_rep_seq_PD-T4-7_360	PD-T4-7	PD-T4-7	Defense	GCF_049821485.1|NZ_CP187514.1|NZ_CP187514.1_954	GCF_049821485.1|NZ_CP187514.1|NZ_CP187514.1_954	GCF_049821485.1|NZ_CP187514.1|NZ_CP187514.1_954	1	PD-T4-7__PD-T4-7
clust_rep_seq_Divona_250	Divona	Divona	Defense	GCF_054875955.1|NZ_CM142183.1|NZ_CM142183.1_784	GCF_054875955.1|NZ_CM142183.1|NZ_CM142183.1_784	GCF_054875955.1|NZ_CM142183.1|NZ_CM142183.1_784	1	Divona__VCA0374
clust_rep_seq_VP1839_504	VP1839	VP1839	Defense	GCF_054906185.1|NZ_CP166973.1|NZ_CP166973.1_322	GCF_054906185.1|NZ_CP166973.1|NZ_CP166973.1_322	GCF_054906185.1|NZ_CP166973.1|NZ_CP166973.1_322	1	VP1839__VP1839
clust_rep_seq_DS-18_197	DS-18	DS-18	Defense	GCF_056135565.1|NZ_CM148681.1|NZ_CM148681.1_1315	GCF_056135565.1|NZ_CM148681.1|NZ_CM148681.1_1315	GCF_056135565.1|NZ_CM148681.1|NZ_CM148681.1_1315	1	DS-18__DS-18
clust_rep_seq_Lugos_306	Lugos	Lugos	Defense	GCF_056135565.1|NZ_CM148681.1|NZ_CM148681.1_1331	GCF_056135565.1|NZ_CM148681.1|NZ_CM148681.1_1331	GCF_056135565.1|NZ_CM148681.1|NZ_CM148681.1_1331	1	Lugos__Lugos
clust_rep_seq_AbiP2_34	AbiP2	AbiP2	Defense	GCF_056531025.1|NZ_CM152466.1|NZ_CM152466.1_1605	GCF_056531025.1|NZ_CM152466.1|NZ_CM152466.1_1605	GCF_056531025.1|NZ_CM152466.1|NZ_CM152466.1_1605	1	AbiP2__AbiP2
clust_rep_seq_gcu24_536	gcu24	gcu24	Defense	GCF_056531025.1|NZ_CM152466.1|NZ_CM152466.1_1711	GCF_056531025.1|NZ_CM152466.1|NZ_CM152466.1_1711	GCF_056531025.1|NZ_CM152466.1|NZ_CM152466.1_1711	1	gcu24__gcu24
clust_rep_seq_EcoKMcrA_258	EcoKMcrA	EcoKMcrA	Defense	GCF_056674835.1|NZ_CM155225.1|NZ_CM155225.1_1164	GCF_056674835.1|NZ_CM155225.1|NZ_CM155225.1_1164	GCF_056674835.1|NZ_CM155225.1|NZ_CM155225.1_1164	1	EcoKMcrA__EcoKMcrA
clust_rep_seq_HEC-04_287	HEC-04	HEC-04	Defense	GCF_056674835.1|NZ_CM155225.1|NZ_CM155225.1_1165	GCF_056674835.1|NZ_CM155225.1|NZ_CM155225.1_1165	GCF_056674835.1|NZ_CM155225.1|NZ_CM155225.1_1165	1	HEC-04__HEC-04
clust_rep_seq_Rugutis_414	Rugutis	Rugutis	Defense	GCF_056820805.1|NZ_CM165957.1|NZ_CM165957.1_1290	GCF_056820805.1|NZ_CM165957.1|NZ_CM165957.1_1290	GCF_056820805.1|NZ_CM165957.1|NZ_CM165957.1_1290	1	Rugutis__Rugutis
clust_rep_seq_RosmerTA_403	RosmerTA	RosmerTA	Defense	GCF_900324435.1|NZ_LT992491.1|NZ_LT992491.1_774	GCF_900324435.1|NZ_LT992491.1|NZ_LT992491.1_775	GCF_900324435.1|NZ_LT992491.1|NZ_LT992491.1_774,GCF_900324435.1|NZ_LT992491.1|NZ_LT992491.1_775	2	RosmerTA__RmrA_2585209417,RosmerTA__RmrT_2585209417
clust_rep_seq_EcoKMcrA_259	EcoKMcrA	EcoKMcrA	Defense	GCF_001558435.2|NZ_CP014038.2|NZ_CP014038.2_507	GCF_001558435.2|NZ_CP014038.2|NZ_CP014038.2_507	GCF_001558435.2|NZ_CP014038.2|NZ_CP014038.2_507	1	EcoKMcrA__EcoKMcrA
clust_rep_seq_Other_Type_IV_334	Other_Type_IV	Other_Type_IV	Defense	GCF_001558435.2|NZ_CP014038.2|NZ_CP014038.2_562	GCF_001558435.2|NZ_CP014038.2|NZ_CP014038.2_562	GCF_001558435.2|NZ_CP014038.2|NZ_CP014038.2_562	1	RM_Type_IV__Type_IV_05
clust_rep_seq_Aristaios_80	Aristaios	Aristaios	Defense	GCF_001558435.2|NZ_CP014038.2|NZ_CP014038.2_573	GCF_001558435.2|NZ_CP014038.2|NZ_CP014038.2_573	GCF_001558435.2|NZ_CP014038.2|NZ_CP014038.2_573	1	Aristaios__Aristaios
clust_rep_seq_EcoKMcrA_260	EcoKMcrA	EcoKMcrA	Defense	GCF_001558515.2|NZ_CP014049.2|NZ_CP014049.2_1217	GCF_001558515.2|NZ_CP014049.2|NZ_CP014049.2_1217	GCF_001558515.2|NZ_CP014049.2|NZ_CP014049.2_1217	1	EcoKMcrA__EcoKMcrA
clust_rep_seq_AbiH_23	AbiH	AbiH	Defense	GCF_001675245.1|NZ_CP012739.1|NZ_CP012739.1_1367	GCF_001675245.1|NZ_CP012739.1|NZ_CP012739.1_1367	GCF_001675245.1|NZ_CP012739.1|NZ_CP012739.1_1367	1	AbiH__AbiH
clust_rep_seq_Aristaios_81	Aristaios	Aristaios	Defense	GCF_001675245.1|NZ_CP012739.1|NZ_CP012739.1_1415	GCF_001675245.1|NZ_CP012739.1|NZ_CP012739.1_1415	GCF_001675245.1|NZ_CP012739.1|NZ_CP012739.1_1415	1	Aristaios__Aristaios
clust_rep_seq_NLR_like_bNACHT01_318	NLR	NLR_like_bNACHT01	Defense	GCF_001675245.1|NZ_CP012740.1|NZ_CP012740.1_299	GCF_001675245.1|NZ_CP012740.1|NZ_CP012740.1_299	GCF_001675245.1|NZ_CP012740.1|NZ_CP012740.1_299	1	NLR_like_bNACHT01__NLR_like_bNACHT01
clust_rep_seq_Shedu_448	Shedu	Shedu	Defense	GCF_001679745.1|NZ_CP016224.1|NZ_CP016224.1_1622	GCF_001679745.1|NZ_CP016224.1|NZ_CP016224.1_1622	GCF_001679745.1|NZ_CP016224.1|NZ_CP016224.1_1622	1	Shedu__SduA
clust_rep_seq_Rugutis_415	Rugutis	Rugutis	Defense	GCF_001682175.1|NZ_CP011884.1|NZ_CP011884.1_1228	GCF_001682175.1|NZ_CP011884.1|NZ_CP011884.1_1228	GCF_001682175.1|NZ_CP011884.1|NZ_CP011884.1_1228	1	Rugutis__Rugutis
clust_rep_seq_Aristaios_82	Aristaios	Aristaios	Defense	GCF_001682175.1|NZ_CP011884.1|NZ_CP011884.1_1256	GCF_001682175.1|NZ_CP011884.1|NZ_CP011884.1_1256	GCF_001682175.1|NZ_CP011884.1|NZ_CP011884.1_1256	1	Aristaios__Aristaios
clust_rep_seq_Aristaios_83	Aristaios	Aristaios	Defense	GCF_023983475.1|NZ_CP092713.1|NZ_CP092713.1_820	GCF_023983475.1|NZ_CP092713.1|NZ_CP092713.1_820	GCF_023983475.1|NZ_CP092713.1|NZ_CP092713.1_820	1	Aristaios__Aristaios
clust_rep_seq_NLR_like_bNACHT01_319	NLR	NLR_like_bNACHT01	Defense	GCF_023983475.1|NZ_CP092713.1|NZ_CP092713.1_826	GCF_023983475.1|NZ_CP092713.1|NZ_CP092713.1_826	GCF_023983475.1|NZ_CP092713.1|NZ_CP092713.1_826	1	NLR_like_bNACHT01__NLR_like_bNACHT01
clust_rep_seq_Lugos_307	Lugos	Lugos	Defense	GCF_024347475.1|NZ_AP025488.1|NZ_AP025488.1_133	GCF_024347475.1|NZ_AP025488.1|NZ_AP025488.1_133	GCF_024347475.1|NZ_AP025488.1|NZ_AP025488.1_133	1	Lugos__Lugos
clust_rep_seq_Dag_229	Dag	Dag	Defense	GCF_001244315.1|NZ_CP009982.1|NZ_CP009982.1_1195	GCF_001244315.1|NZ_CP009982.1|NZ_CP009982.1_1195	GCF_001244315.1|NZ_CP009982.1|NZ_CP009982.1_1195	1	Dag__Dag4
clust_rep_seq_Nantosuelta_321	Nantosuelta	Nantosuelta	Defense	GCF_001262735.2|NZ_CP169261.1|NZ_CP169261.1_1995	GCF_001262735.2|NZ_CP169261.1|NZ_CP169261.1_1995	GCF_001262735.2|NZ_CP169261.1|NZ_CP169261.1_1995	1	Nantosuelta__VCA0322
clust_rep_seq_Other_Type_IV_335	Other_Type_IV	Other_Type_IV	Defense	GCF_001304775.1|NZ_CP009765.1|NZ_CP009765.1_1715	GCF_001304775.1|NZ_CP009765.1|NZ_CP009765.1_1715	GCF_001304775.1|NZ_CP009765.1|NZ_CP009765.1_1715	1	RM_Type_IV__Type_IV_05
clust_rep_seq_Shedu_449	Shedu	Shedu	Defense	GCF_002214395.1|NZ_CP018312.1|NZ_CP018312.1_1097	GCF_002214395.1|NZ_CP018312.1|NZ_CP018312.1_1097	GCF_002214395.1|NZ_CP018312.1|NZ_CP018312.1_1097	1	Shedu__SduA
clust_rep_seq_Aristaios_84	Aristaios	Aristaios	Defense	GCF_002214395.1|NZ_CP018312.1|NZ_CP018312.1_1114	GCF_002214395.1|NZ_CP018312.1|NZ_CP018312.1_1114	GCF_002214395.1|NZ_CP018312.1|NZ_CP018312.1_1114	1	Aristaios__Aristaios
clust_rep_seq_CapRel_176	CapRel	CapRel	Defense	GCF_003063885.1|NZ_CP028893.1|NZ_CP028893.1_423	GCF_003063885.1|NZ_CP028893.1|NZ_CP028893.1_423	GCF_003063885.1|NZ_CP028893.1|NZ_CP028893.1_423	1	CapRel__CapRel
clust_rep_seq_Dag_230	Dag	Dag	Defense	GCF_003085735.1|NZ_CP020034.1|NZ_CP020034.1_1172	GCF_003085735.1|NZ_CP020034.1|NZ_CP020034.1_1172	GCF_003085735.1|NZ_CP020034.1|NZ_CP020034.1_1172	1	Dag__Dag12
clust_rep_seq_DS-44_216	DS-44	DS-44	Defense	GCF_003085735.1|NZ_CP020034.1|NZ_CP020034.1_1202	GCF_003085735.1|NZ_CP020034.1|NZ_CP020034.1_1202	GCF_003085735.1|NZ_CP020034.1|NZ_CP020034.1_1202	1	DS-44__DS-44
clust_rep_seq_AbiH_24	AbiH	AbiH	Defense	GCF_003595585.1|NZ_CP022469.1|NZ_CP022469.1_914	GCF_003595585.1|NZ_CP022469.1|NZ_CP022469.1_914	GCF_003595585.1|NZ_CP022469.1|NZ_CP022469.1_914	1	AbiH__AbiH
clust_rep_seq_Old_exonuclease_326	Old_exonuclease	Old_exonuclease	Defense	GCF_009763625.1|NZ_CP046787.1|NZ_CP046787.1_2130	GCF_009763625.1|NZ_CP046787.1|NZ_CP046787.1_2130	GCF_009763625.1|NZ_CP046787.1|NZ_CP046787.1_2130	1	Old_exonuclease__Old_exonuclease
clust_rep_seq_Belisama_158	Belisama	Belisama	Defense	GCF_015767675.1|NZ_CP065217.1|NZ_CP065217.1_1645	GCF_015767675.1|NZ_CP065217.1|NZ_CP065217.1_1645	GCF_015767675.1|NZ_CP065217.1|NZ_CP065217.1_1645	1	Belisama__VCA0458
clust_rep_seq_PD-T7-5_370	PD-T7-5	PD-T7-5	Defense	GCF_019670025.1|NZ_AP019849.1|NZ_AP019849.1_1572	GCF_019670025.1|NZ_AP019849.1|NZ_AP019849.1_1572	GCF_019670025.1|NZ_AP019849.1|NZ_AP019849.1_1572	1	PD-T7-5__PD-T7-5
clust_rep_seq_TagI_474	TagI	TagI	Defense	GCF_024346715.1|NZ_AP024852.1|NZ_AP024852.1_1545	GCF_024346715.1|NZ_AP024852.1|NZ_AP024852.1_1545	GCF_024346715.1|NZ_AP024852.1|NZ_AP024852.1_1545	1	TagI__TagI
clust_rep_seq_SEFIR_425	SEFIR	SEFIR	Defense	GCF_024346715.1|NZ_AP024852.1|NZ_AP024852.1_1553	GCF_024346715.1|NZ_AP024852.1|NZ_AP024852.1_1553	GCF_024346715.1|NZ_AP024852.1|NZ_AP024852.1_1553	1	SEFIR__bSEFIR
clust_rep_seq_Reve_401	Reve	Reve	Defense	GCF_024347315.1|NZ_AP025460.1|NZ_AP025460.1_1819	GCF_024347315.1|NZ_AP025460.1|NZ_AP025460.1_1819	GCF_024347315.1|NZ_AP025460.1|NZ_AP025460.1_1819	1	Reve__Reve
clust_rep_seq_DS-22_202	DS-22	DS-22	Defense	GCF_029635775.1|NZ_CP113242.1|NZ_CP113242.1_229	GCF_029635775.1|NZ_CP113242.1|NZ_CP113242.1_229	GCF_029635775.1|NZ_CP113242.1|NZ_CP113242.1_229	1	DS-22__DS-22
clust_rep_seq_Aristaios_85	Aristaios	Aristaios	Defense	GCF_029990625.1|NZ_CP118438.1|NZ_CP118438.1_328	GCF_029990625.1|NZ_CP118438.1|NZ_CP118438.1_328	GCF_029990625.1|NZ_CP118438.1|NZ_CP118438.1_328	1	Aristaios__Aristaios
clust_rep_seq_Aristaios_86	Aristaios	Aristaios	Defense	GCF_030220165.1|NZ_CP126698.1|NZ_CP126698.1_1451	GCF_030220165.1|NZ_CP126698.1|NZ_CP126698.1_1451	GCF_030220165.1|NZ_CP126698.1|NZ_CP126698.1_1451	1	Aristaios__Aristaios
clust_rep_seq_VP1823_497	VP1823	VP1823	Defense	GCF_030220165.1|NZ_CP126698.1|NZ_CP126698.1_1524	GCF_030220165.1|NZ_CP126698.1|NZ_CP126698.1_1524	GCF_030220165.1|NZ_CP126698.1|NZ_CP126698.1_1524	1	VP1823__VP1823
clust_rep_seq_Lugos_308	Lugos	Lugos	Defense	GCF_042940635.1|NZ_CP134976.1|NZ_CP134976.1_1177	GCF_042940635.1|NZ_CP134976.1|NZ_CP134976.1_1177	GCF_042940635.1|NZ_CP134976.1|NZ_CP134976.1_1177	1	Lugos__Lugos
clust_rep_seq_Damona_245	Damona	Damona	Defense	GCF_045004315.1|NZ_CP173387.1|NZ_CP173387.1_2569	GCF_045004315.1|NZ_CP173387.1|NZ_CP173387.1_2569	GCF_045004315.1|NZ_CP173387.1|NZ_CP173387.1_2569	1	Damona__VCA0399
clust_rep_seq_Aristaios_87	Aristaios	Aristaios	Defense	GCF_045278325.1|NZ_CP128803.1|NZ_CP128803.1_1185	GCF_045278325.1|NZ_CP128803.1|NZ_CP128803.1_1185	GCF_045278325.1|NZ_CP128803.1|NZ_CP128803.1_1185	1	Aristaios__Aristaios
clust_rep_seq_VcaM4I_524	VcaM4I	VcaM4I	Defense	GCF_045586155.1|NZ_CP169050.1|NZ_CP169050.1_1710	GCF_045586155.1|NZ_CP169050.1|NZ_CP169050.1_1710	GCF_045586155.1|NZ_CP169050.1|NZ_CP169050.1_1710	1	VcaM4I__VcaM4I
clust_rep_seq_VP1848_515	VP1848	VP1848	Defense	GCF_045586155.1|NZ_CP169050.1|NZ_CP169050.1_1715	GCF_045586155.1|NZ_CP169050.1|NZ_CP169050.1_1715	GCF_045586155.1|NZ_CP169050.1|NZ_CP169050.1_1715	1	VP1848__VP1848
clust_rep_seq_Uzume_485	Uzume	Uzume	Defense	GCF_052076115.1|NZ_CP197263.1|NZ_CP197263.1_1893	GCF_052076115.1|NZ_CP197263.1|NZ_CP197263.1_1893	GCF_052076115.1|NZ_CP197263.1|NZ_CP197263.1_1893	1	Uzume__UzuA
clust_rep_seq_Aristaios_88	Aristaios	Aristaios	Defense	GCF_052076115.1|NZ_CP197263.1|NZ_CP197263.1_1901	GCF_052076115.1|NZ_CP197263.1|NZ_CP197263.1_1901	GCF_052076115.1|NZ_CP197263.1|NZ_CP197263.1_1901	1	Aristaios__Aristaios
clust_rep_seq_AbiD_18	AbiD	AbiD	Defense	GCF_052805255.1|NZ_CM127835.1|NZ_CM127835.1_1389	GCF_052805255.1|NZ_CM127835.1|NZ_CM127835.1_1389	GCF_052805255.1|NZ_CM127835.1|NZ_CM127835.1_1389	1	AbiD__AbiD
clust_rep_seq_Cernunnos_180	Cernunnos	Cernunnos	Defense	GCF_053154035.1|NZ_CP113098.1|NZ_CP113098.1_2004	GCF_053154035.1|NZ_CP113098.1|NZ_CP113098.1_2004	GCF_053154035.1|NZ_CP113098.1|NZ_CP113098.1_2004	1	Cernunnos__VCA0410
