accession,replicon,integron,type,intI,attC,cassettes,start,end,span_kb
GCF_011765565.1,NZ_CP050266.1,integron_01,CALIN,no,3,2,1758063,1763302,5.2
GCF_011765565.1,NZ_CP050267.1,integron_01,CALIN,no,2,1,218342,220903,2.6
GCF_011801435.1,NZ_CP042449.1,integron_01,complete,yes,97,96,1522757,1604598,81.8
GCF_011801455.1,NZ_CP042451.1,integron_01,complete,yes,16,15,1343072,1355097,12.0
GCF_011801455.1,NZ_CP042451.1,integron_02,CALIN,no,98,97,1365992,1439682,73.7
GCF_011801455.1,NZ_CP042452.1,integron_01,CALIN,no,2,1,961316,963163,1.8
GCF_013085075.1,NZ_CP047296.1,integron_01,complete,yes,168,167,311985,435789,123.8
GCF_013085105.1,NZ_CP047298.1,integron_01,complete,yes,168,167,311981,435786,123.8
GCF_013085125.1,NZ_CP047300.1,integron_01,complete,yes,171,170,312006,438916,126.9
GCF_013085145.1,NZ_CP047301.1,integron_01,complete,yes,1,0,2386818,2392290,5.5
GCF_013085145.1,NZ_CP047302.1,integron_01,complete,yes,131,130,311015,410760,99.7
GCF_013085165.1,NZ_CP047304.1,integron_01,complete,yes,169,168,312112,436375,124.3
GCF_013154935.1,NZ_CP053541.1,integron_01,CALIN,no,32,31,1366359,1396163,29.8
GCF_013154935.1,NZ_CP053543.1,integron_01,complete,yes,29,28,776043,798239,22.2
GCF_013154935.1,NZ_CP053542.1,integron_01,CALIN,no,7,6,139761,145966,6.2
GCF_013181325.1,NZ_CP053664.1,integron_01,CALIN,no,5,4,2744776,2749891,5.1
GCF_013181325.1,NZ_CP053665.1,integron_01,CALIN,no,2,1,722947,725091,2.1
GCF_013181325.1,NZ_CP053665.1,integron_02,complete,yes,1,0,768345,771538,3.2
GCF_013357605.1,NZ_CP053795.1,integron_01,complete,yes,101,100,307330,385669,78.3
GCF_013357625.1,NZ_CP053797.1,integron_01,complete,yes,189,188,307543,445270,137.7
GCF_013357645.1,NZ_CP053799.1,integron_01,complete,yes,204,203,308939,456912,148.0
GCF_013357665.1,NZ_CP053801.1,integron_01,complete,yes,93,92,297172,370435,73.3
GCF_013357665.1,NZ_CP053801.1,integron_02,CALIN,no,17,16,370413,382391,12.0
GCF_013357665.1,NZ_CP053801.1,integron_03,CALIN,no,58,57,382712,431623,48.9
GCF_013357665.1,NZ_CP053801.1,integron_04,CALIN,no,3,2,427026,429673,2.6
GCF_013357685.1,NZ_CP053803.1,integron_01,complete,yes,265,264,310548,509407,198.9
GCF_013357725.1,NZ_CP053805.1,integron_01,complete,yes,124,123,309752,402202,92.5
GCF_013357725.1,NZ_CP053805.1,integron_02,CALIN,no,69,68,549333,598232,48.9
GCF_013357745.1,NZ_CP053807.1,integron_01,complete,yes,224,223,309781,469370,159.6
GCF_013357745.1,NZ_CP053807.1,integron_02,CALIN,no,20,19,703084,719384,16.3
GCF_013357765.1,NZ_CP053809.1,integron_01,complete,yes,239,238,339770,520450,180.7
GCF_013357765.1,NZ_CP053809.1,integron_02,CALIN,no,3,2,630105,635025,4.9
GCF_013357785.1,NZ_CP053811.1,integron_01,complete,yes,292,291,317868,527734,209.9
GCF_013357785.1,NZ_CP053812.1,integron_01,CALIN,no,3,2,122795,125442,2.6
GCF_013357805.1,NZ_CP053814.1,integron_01,complete,yes,291,290,317876,527757,209.9
GCF_013357805.1,NZ_CP053815.1,integron_01,CALIN,no,3,2,78626,81273,2.6
GCF_013357825.1,NZ_CP053823.1,integron_01,complete,yes,288,287,311218,527444,216.2
GCF_013357845.1,NZ_CP053817.1,integron_01,complete,yes,263,262,311218,510566,199.3
GCF_013357865.1,NZ_CP053821.1,integron_01,complete,yes,233,232,311660,487283,175.6
GCF_013357885.1,NZ_CP053745.1,integron_01,complete,yes,35,34,338106,368673,30.6
GCF_013357885.1,NZ_CP053745.1,integron_02,CALIN,no,55,54,388738,428561,39.8
GCF_013368735.1,NZ_CP054700.1,integron_01,CALIN,no,53,52,1417444,1454443,37.0
GCF_013368735.1,NZ_CP054700.1,integron_02,complete,yes,24,23,1466621,1486724,20.1
GCF_013368735.1,NZ_CP054704.1,integron_01,CALIN,no,9,8,67444,75017,7.6
GCF_013368735.1,NZ_CP054704.1,integron_02,CALIN,no,2,1,117343,121194,3.9
GCF_013393845.1,NZ_CP040100.1,integron_01,CALIN,no,21,20,1784463,1803435,19.0
GCF_013393845.1,NZ_CP040100.1,integron_02,complete,yes,216,215,1843718,2009909,166.2
GCF_013393865.1,NZ_CP040101.1,integron_01,complete,yes,162,161,1632625,1771693,139.1
GCF_013393885.1,NZ_CP040103.1,integron_01,complete,yes,126,125,2123884,2252908,129.0
GCF_013462495.1,NZ_CP040173.1,integron_01,complete,yes,116,115,887669,977464,89.8
GCF_014083925.1,NZ_CP046268.1,integron_01,CALIN,no,2,1,1295856,1298976,3.1
GCF_014083925.1,NZ_CP046268.1,integron_02,CALIN,no,3,2,1752681,1754780,2.1
GCF_014083925.1,NZ_CP046268.1,integron_03,CALIN,no,2,1,2447782,2448288,0.5
GCF_014083925.1,NZ_CP046269.1,integron_01,CALIN,no,3,2,72595,74644,2.0
GCF_014083925.1,NZ_CP046269.1,integron_02,CALIN,no,2,1,203374,208151,4.8
GCF_014083925.1,NZ_CP046269.1,integron_03,CALIN,no,2,1,295814,301427,5.6
GCF_014107515.1,NZ_CP044206.1,integron_01,complete,yes,256,255,2268354,2445153,176.8
GCF_014211935.1,NZ_CP060047.1,integron_01,complete,yes,228,227,221640,379394,157.8
GCF_014217295.1,NZ_CP060088.1,integron_01,complete,yes,53,52,2004357,2052871,48.5
GCF_014274185.1,NZ_CP060386.1,integron_01,CALIN,no,2,1,795360,797587,2.2
GCF_014274185.1,NZ_CP060386.1,integron_02,complete,yes,2,1,802936,807587,4.7
GCF_014274185.1,NZ_CP060386.1,integron_03,complete,yes,105,104,1451812,1541098,89.3
GCF_014775695.1,NZ_CP061861.1,integron_01,CALIN,no,2,1,975291,977972,2.7
GCF_014775695.1,NZ_CP061863.1,integron_01,CALIN,no,2,1,50730,54726,4.0
GCF_014788305.1,NZ_CP061845.1,integron_01,CALIN,no,369,368,1,3250151,3250.2
GCF_014788305.1,NZ_CP061845.1,integron_02,CALIN,no,2,1,239414,241924,2.5
GCF_014788305.1,NZ_CP061845.1,integron_03,In0,yes,0,0,3200754,3201866,1.1
GCF_014879975.1,NZ_CP062500.1,integron_01,CALIN,no,4,3,1895042,1901179,6.1
GCF_014930975.1,,,none,no,0,0,0,0,0
GCF_015097735.1,NZ_AP024087.1,integron_01,complete,yes,1,0,267647,271664,4.0
GCF_015097735.1,NZ_AP024087.1,integron_02,CALIN,no,10,9,2062973,2078053,15.1
GCF_015168795.1,NZ_CP063420.1,integron_01,complete,yes,2,1,2994989,3007497,12.5
GCF_015168795.1,NZ_CP063421.1,integron_01,complete,yes,126,125,153082,246602,93.5
GCF_015482825.1,NZ_CP064351.1,integron_01,complete,yes,168,167,378284,502088,123.8
GCF_015594925.2,NZ_CP087591.1,integron_01,CALIN,no,2,1,1084779,1086482,1.7
GCF_015654285.1,NZ_CP064858.1,integron_01,CALIN,no,3,2,1628619,1632037,3.4
GCF_015654285.1,NZ_CP064858.1,integron_02,CALIN,no,28,27,1676370,1701603,25.2
GCF_015654285.1,NZ_CP064857.1,integron_01,complete,yes,29,28,1603284,1624518,21.2
GCF_015654285.1,NZ_CP064859.1,integron_01,CALIN,no,5,4,207628,212821,5.2
GCF_015654285.1,NZ_CP064859.1,integron_02,CALIN,no,3,2,411708,414019,2.3
GCF_015767675.1,NZ_CP065217.1,integron_01,CALIN,no,12,11,1719588,1730248,10.7
GCF_015767675.1,NZ_CP065217.1,integron_02,CALIN,no,81,80,1790883,1864469,73.6
GCF_015767675.1,NZ_CP065217.1,integron_03,CALIN,no,199,198,1874699,2029327,154.6
GCF_015767675.1,NZ_CP065217.1,integron_04,In0,yes,0,0,2052006,2052953,0.9
GCF_015767675.1,NZ_CP065219.1,integron_01,CALIN,no,23,22,110031,126561,16.5
GCF_015779285.1,NZ_CP065369.1,integron_01,complete,yes,154,153,703024,825311,122.3
GCF_016812015.1,NZ_CP069195.1,integron_01,complete,yes,13,12,1315894,1327434,11.5
GCF_016920955.1,NZ_CP060589.1,integron_01,complete,yes,17,16,96385,110708,14.3
GCF_017329545.1,NZ_CP071326.1,integron_01,CALIN,no,2,1,1099774,1102167,2.4
GCF_017948285.1,NZ_CP072848.1,integron_01,complete,yes,168,167,311994,435799,123.8
GCF_017948345.1,NZ_CP072850.1,integron_01,complete,yes,116,115,312008,401813,89.8
GCF_018135645.1,NZ_CP073068.1,integron_01,complete,yes,71,70,1319949,1374165,54.2
GCF_018140575.1,NZ_CP073274.1,integron_01,complete,yes,4,3,1370533,1375779,5.2
GCF_018199995.1,,,none,no,0,0,0,0,0
GCF_018336415.1,NZ_CP047306.1,integron_01,complete,yes,159,158,312700,433348,120.6
GCF_019226825.1,NZ_CP076642.1,integron_01,CALIN,no,2,1,1118636,1122394,3.8
GCF_019321785.1,NZ_CP074415.1,integron_01,complete,yes,135,134,2097514,2209641,112.1
GCF_019458445.1,NZ_CP080466.1,integron_01,complete,yes,132,131,933056,1032792,99.7
GCF_019458465.1,NZ_CP080463.1,integron_01,complete,yes,116,115,146834,233648,86.8
GCF_019458465.1,NZ_CP080464.1,integron_01,complete,yes,3,2,21350,25444,4.1
GCF_019670025.1,NZ_AP019849.1,integron_01,complete,yes,59,58,1817009,1865094,48.1
GCF_019670485.1,NZ_AP024165.1,integron_01,complete,yes,119,118,1226253,1318506,92.3
GCF_019703835.1,NZ_AP023054.1,integron_01,CALIN,no,2,1,1879066,1880954,1.9
GCF_019704235.1,NZ_AP024553.1,integron_01,complete,yes,1,0,2421662,2427134,5.5
GCF_019704235.1,NZ_AP024554.1,integron_01,complete,yes,132,131,213119,312856,99.7
GCF_019704255.1,NZ_AP024555.1,integron_01,complete,yes,1,0,75056,80528,5.5
GCF_019704255.1,NZ_AP024556.1,integron_01,complete,yes,131,130,3,1061958,1062.0
GCF_019904195.1,NZ_CP063199.1,integron_01,CALIN,no,2,1,1940719,1943416,2.7
GCF_019904195.1,NZ_CP063199.1,integron_02,complete,yes,5,4,3694145,3702431,8.3
GCF_019977755.1,NZ_AP025144.1,integron_01,In0,yes,0,0,1465104,1466066,1.0
GCF_019977755.1,NZ_AP025144.1,integron_02,CALIN,no,11,10,1593400,1607833,14.4
GCF_019977755.1,NZ_AP025145.1,integron_01,CALIN,no,42,41,1645260,1683150,37.9
GCF_019977775.1,NZ_AP025147.1,integron_01,In0,yes,0,0,1521446,1522408,1.0
GCF_019977775.1,NZ_AP025147.1,integron_02,CALIN,no,11,10,1647343,1661775,14.4
GCF_019977775.1,NZ_AP025148.1,integron_01,CALIN,no,42,41,1555498,1593385,37.9
GCF_019977795.1,NZ_AP025149.1,integron_01,In0,yes,0,0,1458090,1459052,1.0
GCF_019977795.1,NZ_AP025149.1,integron_02,CALIN,no,11,10,1586381,1600814,14.4
GCF_019977795.1,NZ_AP025150.1,integron_01,CALIN,no,42,41,1645446,1683332,37.9
GCF_019977815.1,NZ_AP025152.1,integron_01,In0,yes,0,0,1465157,1466119,1.0
GCF_019977815.1,NZ_AP025152.1,integron_02,CALIN,no,11,10,1593444,1607872,14.4
GCF_019977815.1,NZ_AP025153.1,integron_01,CALIN,no,28,27,1638175,1658620,20.4
GCF_019977815.1,NZ_AP025153.1,integron_02,CALIN,no,11,10,1728317,1738479,10.2
GCF_019977835.1,NZ_AP025155.1,integron_01,In0,yes,0,0,1465150,1466112,1.0
GCF_019977835.1,NZ_AP025155.1,integron_02,CALIN,no,11,10,1593436,1607867,14.4
GCF_019977835.1,NZ_AP025156.1,integron_01,CALIN,no,28,27,1638166,1658615,20.4
GCF_019977835.1,NZ_AP025156.1,integron_02,CALIN,no,11,10,1728334,1738497,10.2
GCF_020041945.1,NZ_CP083361.1,integron_01,complete,yes,154,153,2043131,2165418,122.3
GCF_020717785.1,NZ_CP085843.1,integron_01,complete,yes,21,20,1855133,1873287,18.2
GCF_020806305.2,NZ_CP170176.1,integron_01,complete,yes,6,5,256107,269660,13.6
GCF_021249365.1,NZ_CP089603.1,integron_01,CALIN,no,2,1,2213026,2216135,3.1
GCF_021249365.1,NZ_CP089605.1,integron_01,complete,yes,27,26,598397,616069,17.7
GCF_021249365.1,NZ_CP089605.1,integron_02,CALIN,no,3,2,996574,1001282,4.7
GCF_021249365.1,NZ_CP089604.1,integron_01,complete,yes,4,3,135347,140044,4.7
GCF_021391375.1,NZ_CP090019.1,integron_01,complete,yes,10,9,1239470,1252207,12.7
GCF_021391375.1,NZ_CP090019.1,integron_02,CALIN,no,14,13,1504710,1517688,13.0
GCF_021391375.1,NZ_CP090020.1,integron_01,CALIN,no,14,13,308709,326962,18.3
GCF_021391375.1,NZ_CP090020.1,integron_02,CALIN,no,31,30,434386,456632,22.2
GCF_021391375.1,NZ_CP090020.1,integron_03,CALIN,no,13,12,468522,479801,11.3
GCF_021397735.1,NZ_CP090179.1,integron_01,complete,yes,136,135,508515,626933,118.4
GCF_021431865.1,NZ_CP090399.1,integron_01,complete,yes,1,0,2341732,2343924,2.2
GCF_021431865.1,NZ_CP090400.1,integron_01,complete,yes,132,131,836019,937068,101.0
GCF_021431945.1,NZ_CP090386.1,integron_01,CALIN,no,53,52,940330,981769,41.4
GCF_021431945.1,NZ_CP090386.1,integron_02,complete,yes,115,114,992905,1075334,82.4
GCF_021432065.1,NZ_CP090364.1,integron_01,CALIN,no,2,1,1872783,1874627,1.8
GCF_021432065.1,NZ_CP090365.1,integron_01,CALIN,no,2,1,300934,302823,1.9
GCF_021441885.1,NZ_CP090438.1,integron_01,CALIN,no,7,6,1573651,1579321,5.7
GCF_021441885.1,NZ_CP090439.1,integron_01,CALIN,no,3,2,48003,52224,4.2
GCF_021610025.1,NZ_CP091186.1,integron_01,complete,yes,16,15,123447,138807,15.4
GCF_021610025.1,NZ_CP091186.1,integron_02,CALIN,no,70,69,158643,224912,66.3
GCF_021729965.1,NZ_CP068622.1,integron_01,CALIN,no,36,35,1884933,1917100,32.2
GCF_021729965.1,NZ_CP068622.1,integron_02,complete,yes,46,45,1931977,1972124,40.1
GCF_021729965.1,NZ_CP068622.1,integron_03,CALIN,no,2,1,2482837,2485422,2.6
GCF_021729985.1,NZ_CP068627.1,integron_01,complete,yes,195,194,1282479,1430131,147.7
GCF_021729985.1,NZ_CP068629.1,integron_01,CALIN,no,2,1,78674,81465,2.8
GCF_021730005.1,NZ_CP068631.1,integron_01,CALIN,no,35,34,1829868,1852111,22.2
GCF_021730005.1,NZ_CP068631.1,integron_02,complete,yes,108,107,1862372,1938275,75.9
GCF_021730025.1,NZ_CP068647.1,integron_01,CALIN,no,36,35,1884933,1917100,32.2
GCF_021730025.1,NZ_CP068647.1,integron_02,complete,yes,46,45,1931977,1972124,40.1
GCF_021730025.1,NZ_CP068647.1,integron_03,CALIN,no,2,1,2482837,2485422,2.6
GCF_021730065.1,NZ_CP068638.1,integron_01,CALIN,no,35,34,1829868,1852111,22.2
GCF_021730065.1,NZ_CP068638.1,integron_02,complete,yes,108,107,1862372,1938275,75.9
GCF_021730085.1,NZ_CP068641.1,integron_01,complete,yes,221,220,1435963,1610612,174.6
GCF_021730085.1,NZ_CP068641.1,integron_02,CALIN,no,3,2,2010016,2012229,2.2
GCF_021730085.1,NZ_CP068645.1,integron_01,CALIN,no,2,1,9490,10268,0.8
GCF_021765875.1,,,none,no,0,0,0,0,0
GCF_021766015.1,,,none,no,0,0,0,0,0
GCF_021768305.1,,,none,no,0,0,0,0,0
GCF_021768345.1,,,none,no,0,0,0,0,0
GCF_021768365.1,NZ_CP090487.1,integron_01,CALIN,no,2,1,1169613,1172986,3.4
GCF_021768385.1,,,none,no,0,0,0,0,0
GCF_021768405.1,NZ_CP090493.1,integron_01,CALIN,no,2,1,1169810,1173183,3.4
GCF_021768425.1,,,none,no,0,0,0,0,0
GCF_022343085.1,NZ_CP082303.1,integron_01,complete,yes,36,35,1928581,1956613,28.0
GCF_022343105.1,NZ_CP082307.1,integron_01,complete,yes,96,95,1272667,1340786,68.1
GCF_022343105.1,NZ_CP082309.1,integron_01,CALIN,no,7,6,2455,8406,6.0
GCF_022343125.1,NZ_CP082310.1,integron_01,CALIN,no,27,26,1908407,1931552,23.1
GCF_022343125.1,NZ_CP082310.1,integron_02,complete,yes,53,52,1967523,2012691,45.2
GCF_022343145.1,NZ_CP082313.1,integron_01,CALIN,no,28,27,1320173,1343623,23.4
GCF_022343145.1,NZ_CP082313.1,integron_02,CALIN,no,41,40,1356957,1393155,36.2
GCF_022343165.1,NZ_CP082315.1,integron_01,complete,yes,84,83,1337138,1401877,64.7
GCF_022343185.1,NZ_CP082317.1,integron_01,complete,yes,62,61,1317199,1373707,56.5
GCF_022343185.1,NZ_CP082317.1,integron_02,CALIN,no,2,1,1406160,1409160,3.0
GCF_022343205.1,NZ_CP082319.1,integron_01,complete,yes,145,144,1911467,2015296,103.8
GCF_022343205.1,NZ_CP082320.1,integron_01,CALIN,no,17,16,85466,98379,12.9
GCF_022371215.1,NZ_CP092385.1,integron_01,CALIN,no,2,1,604996,607178,2.2
GCF_022453845.1,NZ_CP092682.1,integron_01,complete,yes,46,45,1426705,1471934,45.2
GCF_022811945.1,NZ_CP089201.1,integron_01,CALIN,no,2,1,3302524,3310755,8.2
GCF_022811945.1,NZ_CP089202.1,integron_01,CALIN,no,6,5,1203047,1218474,15.4
GCF_022812045.1,,,none,no,0,0,0,0,0
GCF_022812155.1,,,none,no,0,0,0,0,0
GCF_022832815.1,NZ_CP094880.1,integron_01,complete,yes,15,14,1917151,1938915,21.8
GCF_022869905.1,NZ_CP064379.1,integron_01,CALIN,no,3,2,2837381,2847390,10.0
GCF_022869905.1,NZ_CP064381.1,integron_01,complete,yes,55,54,540876,580197,39.3
GCF_022869905.1,NZ_CP064381.1,integron_02,CALIN,no,4,3,940688,946150,5.5
GCF_023151555.2,NZ_CP100425.1,integron_01,CALIN,no,18,17,2065249,2085863,20.6
GCF_023151555.2,NZ_CP100426.1,integron_01,CALIN,no,7,6,864683,872071,7.4
GCF_023169605.1,NZ_AP023185.1,integron_01,complete,yes,95,94,1266948,1346674,79.7
GCF_023169605.1,NZ_AP023185.1,integron_02,CALIN,no,5,4,1835425,1840648,5.2
GCF_023169605.1,NZ_AP023186.1,integron_01,CALIN,no,2,1,811730,813590,1.9
GCF_023169625.1,NZ_AP023187.1,integron_01,CALIN,no,2,1,1453023,1454092,1.1
GCF_023169625.1,NZ_AP023187.1,integron_02,CALIN,no,163,162,2005402,2144022,138.6
GCF_023169825.1,NZ_AP024968.1,integron_01,complete,yes,96,95,305566,368714,63.1
GCF_023195835.1,NZ_CP096200.1,integron_01,complete,yes,41,40,1014250,1051075,36.8
GCF_023205895.1,NZ_CP064033.1,integron_01,complete,yes,117,116,1308270,1399759,91.5
GCF_023205915.1,NZ_CP064035.1,integron_01,complete,yes,66,65,1910304,1967694,57.4
GCF_023205955.1,NZ_CP064041.1,integron_01,complete,yes,27,26,1384089,1405460,21.4
GCF_023205955.1,NZ_CP064041.1,integron_02,CALIN,no,75,74,1465102,1524329,59.2
GCF_023205955.1,NZ_CP064041.1,integron_03,CALIN,no,4,3,1536833,1540106,3.3
GCF_023206035.1,NZ_CP065206.1,integron_01,CALIN,no,5,4,2887670,2894140,6.5
GCF_023206035.1,NZ_CP065207.1,integron_01,CALIN,no,2,1,1298123,1300513,2.4
GCF_023206035.1,NZ_CP065207.1,integron_02,CALIN,no,3,2,1455133,1459772,4.6
GCF_023206395.1,,,none,no,0,0,0,0,0
GCF_023206515.1,NZ_CP066246.1,integron_01,complete,yes,98,97,1946709,2019459,72.8
GCF_023206775.1,NZ_CP072782.1,integron_01,CALIN,no,26,25,1901008,1916676,15.7
GCF_023206775.1,NZ_CP072782.1,integron_02,complete,yes,74,73,1950660,2011733,61.1
GCF_023221655.1,NZ_CP064170.1,integron_01,CALIN,no,4,3,535132,543258,8.1
GCF_023221655.1,NZ_CP064171.1,integron_01,complete,yes,3,2,112,3858,3.7
GCF_023221655.1,NZ_CP064171.1,integron_02,CALIN,no,2,1,1451780,1454170,2.4
GCF_023277445.1,NZ_CP080238.1,integron_01,complete,yes,119,118,160681,270640,110.0
GCF_023277445.1,NZ_CP080240.1,integron_01,CALIN,no,3,2,26536,28323,1.8
GCF_023503985.1,NZ_CP097293.1,integron_01,CALIN,no,5,4,1597721,1609355,11.6
GCF_023503985.1,NZ_CP097293.1,integron_02,CALIN,no,2,1,2043662,2046391,2.7
GCF_023650755.1,NZ_CP071840.1,integron_01,complete,yes,148,147,1336772,1465600,128.8
GCF_023650755.1,NZ_CP071840.1,integron_02,CALIN,no,2,1,2019201,2020270,1.1
GCF_023650915.1,NZ_CP098034.1,integron_01,complete,yes,120,119,1302583,1392918,90.3
GCF_023716525.1,NZ_CP071842.1,integron_01,complete,yes,55,54,1333998,1376771,42.8
GCF_023716525.1,NZ_CP071844.1,integron_01,CALIN,no,7,6,71755,80936,9.2
GCF_023716545.1,NZ_CP071845.1,integron_01,CALIN,no,182,181,1302066,1435325,133.3
GCF_023716545.1,NZ_CP071845.1,integron_02,In0,yes,0,0,1897378,1898340,1.0
GCF_023716565.1,NZ_CP071848.1,integron_01,complete,yes,60,59,1722148,1769002,46.9
GCF_023716565.1,NZ_CP071849.1,integron_01,CALIN,no,38,37,1008085,1038048,30.0
GCF_023716585.1,NZ_CP071850.1,integron_01,complete,yes,3,2,1954361,1959599,5.2
GCF_023716605.1,NZ_CP071852.1,integron_01,complete,yes,111,110,2104704,2203153,98.4
GCF_023716625.1,NZ_CP071855.1,integron_01,CALIN,no,2,1,1423016,1425394,2.4
GCF_023716625.1,NZ_CP071855.1,integron_02,complete,yes,124,123,1810978,1926795,115.8
GCF_023716645.1,NZ_CP071857.1,integron_01,CALIN,no,216,215,1343019,1501777,158.8
GCF_023716645.1,NZ_CP071857.1,integron_02,In0,yes,0,0,1963829,1964791,1.0
GCF_023716665.1,NZ_CP071860.1,integron_01,CALIN,no,2,1,930942,933254,2.3
GCF_023716665.1,NZ_CP071860.1,integron_02,CALIN,no,4,3,1025458,1029883,4.4
GCF_023716665.1,NZ_CP071860.1,integron_03,CALIN,no,5,4,1613390,1619137,5.7
GCF_023716705.1,NZ_CP072680.1,integron_01,CALIN,no,182,181,1302170,1435428,133.3
GCF_023716705.1,NZ_CP072680.1,integron_02,In0,yes,0,0,1897481,1898443,1.0
GCF_023716845.1,NZ_CP068024.1,integron_01,complete,yes,9,8,1587423,1598176,10.8
GCF_023716845.1,NZ_CP068025.1,integron_01,CALIN,no,4,3,310375,315638,5.3
GCF_023746615.1,NZ_CP082275.1,integron_01,CALIN,no,3,2,1451504,1456391,4.9
GCF_023746615.1,NZ_CP082275.1,integron_02,CALIN,no,3,2,2100485,2105522,5.0
GCF_023746615.1,NZ_CP082275.1,integron_03,complete,yes,2,1,2249850,2263230,13.4
GCF_023746615.1,NZ_CP082275.1,integron_04,CALIN,no,2,1,2477568,2479735,2.2
GCF_023746615.1,NZ_CP082276.1,integron_01,CALIN,no,2,1,1079014,1081485,2.5
GCF_023920225.1,NZ_CP092587.1,integron_01,CALIN,no,2,1,1991405,1996141,4.7
GCF_023920225.1,NZ_CP092588.1,integron_01,CALIN,no,3,2,342943,351481,8.5
GCF_023973125.1,,,none,no,0,0,0,0,0
GCF_023983475.1,NZ_CP092713.1,integron_01,complete,yes,126,125,958073,1097148,139.1
GCF_024220035.1,NZ_CP100422.1,integron_01,CALIN,no,2,1,2202541,2205650,3.1
GCF_024220035.1,NZ_CP100423.1,integron_01,complete,yes,73,72,516,1769151,1768.6
GCF_024220035.1,NZ_CP100423.1,integron_02,CALIN,no,2,1,1300334,1303772,3.4
GCF_024220035.1,NZ_CP100424.1,integron_01,complete,yes,1,0,136482,138726,2.2
GCF_024346675.1,NZ_AP024851.1,integron_01,complete,yes,13,12,832993,861458,28.5
GCF_024346715.1,NZ_AP024852.1,integron_01,CALIN,no,3,2,1734597,1746025,11.4
GCF_024346715.1,NZ_AP024853.1,integron_01,complete,yes,10,9,474381,490562,16.2
GCF_024346755.1,NZ_AP024862.1,integron_01,CALIN,no,2,1,172422,174106,1.7
GCF_024346795.1,NZ_AP024864.1,integron_01,complete,yes,2,1,1510580,1514879,4.3
GCF_024346835.1,,,none,no,0,0,0,0,0
GCF_024346875.1,,,none,no,0,0,0,0,0
GCF_024346915.1,NZ_AP024873.1,integron_01,CALIN,no,2,1,2006918,2011654,4.7
GCF_024346915.1,NZ_AP024874.1,integron_01,CALIN,no,3,2,305535,314073,8.5
GCF_024346935.1,,,none,no,0,0,0,0,0
GCF_024346955.1,,,none,no,0,0,0,0,0
GCF_024346975.1,,,none,no,0,0,0,0,0
GCF_024346995.1,NZ_AP024887.1,integron_01,CALIN,no,10,9,927335,942469,15.1
GCF_024346995.1,NZ_AP024888.1,integron_01,CALIN,no,5,4,158234,167672,9.4
GCF_024346995.1,NZ_AP024888.1,integron_02,CALIN,no,2,1,388496,390460,2.0
GCF_024346995.1,NZ_AP024888.1,integron_03,CALIN,no,2,1,677628,679184,1.6
GCF_024346995.1,NZ_AP024888.1,integron_04,CALIN,no,7,6,878826,894445,15.6
GCF_024347015.1,NZ_AP024891.1,integron_01,CALIN,no,2,1,40447,43095,2.6
GCF_024347035.1,NZ_AP024893.1,integron_01,In0,yes,0,0,1091682,1092641,1.0
GCF_024347035.1,NZ_AP024893.1,integron_02,complete,yes,11,10,1528000,1541566,13.6
GCF_024347055.1,NZ_AP024895.1,integron_01,CALIN,no,4,3,2347888,2351952,4.1
GCF_024347055.1,NZ_AP024896.1,integron_01,CALIN,no,14,13,872774,897830,25.1
GCF_024347055.1,NZ_AP024896.1,integron_02,CALIN,no,2,1,1093026,1095365,2.3
GCF_024347075.1,NZ_AP024901.1,integron_01,CALIN,no,3,2,204127,208739,4.6
GCF_024347095.1,,,none,no,0,0,0,0,0
GCF_024347115.1,,,none,no,0,0,0,0,0
GCF_024347135.1,NZ_AP024907.1,integron_01,CALIN,no,3,2,1581623,1591602,10.0
GCF_024347135.1,NZ_AP024907.1,integron_02,CALIN,no,2,1,2558662,2559474,0.8
GCF_024347155.1,NZ_AP024911.1,integron_01,complete,yes,5,4,1041390,1050048,8.7
GCF_024347155.1,NZ_AP024912.1,integron_01,CALIN,no,5,4,334696,342609,7.9
GCF_024347295.1,NZ_AP025459.1,integron_01,complete,yes,82,81,1255189,1319107,63.9
GCF_024347315.1,NZ_AP025460.1,integron_01,complete,yes,1,0,2124397,2127999,3.6
GCF_024347335.1,NZ_AP025463.1,integron_01,In0,yes,0,0,1601195,1602016,0.8
GCF_024347355.1,NZ_AP025465.1,integron_01,CALIN,no,3,2,2459758,2461694,1.9
GCF_024347355.1,NZ_AP025466.1,integron_01,CALIN,no,2,1,397279,402823,5.5
GCF_024347355.1,NZ_AP025466.1,integron_02,complete,yes,2,1,1116302,1119314,3.0
GCF_024347375.1,NZ_AP025470.1,integron_01,complete,yes,4,3,2256044,2270837,14.8
GCF_024347395.1,NZ_AP025472.1,integron_01,complete,yes,172,171,1200955,1350280,149.3
GCF_024347415.1,NZ_AP025477.1,integron_01,CALIN,no,7,6,406578,415281,8.7
GCF_024347435.1,NZ_AP025481.1,integron_01,CALIN,no,5,4,434414,440824,6.4
GCF_024347455.1,,,none,no,0,0,0,0,0
GCF_024347475.1,NZ_AP025488.1,integron_01,CALIN,no,2,1,150974,152978,2.0
GCF_024347475.1,NZ_AP025488.1,integron_02,CALIN,no,4,3,1388530,1392368,3.8
GCF_024347495.1,NZ_AP025491.1,integron_01,CALIN,no,3,2,876326,878900,2.6
