genome_a,genome_b,species_a,species_b,mash_dist,n_shared,mtf_distance,random_mean
GCF_013357605.1,GCF_033803245.2,Vibrio cholerae,Vibrio cholerae,0.03365,18,15,16.26
GCF_013357605.1,GCF_034008165.1,Vibrio cholerae,Vibrio cholerae,0.01656,24,23,22.24
GCF_013357605.1,GCF_034008175.1,Vibrio cholerae,Vibrio cholerae,0.01583,24,23,22.24
GCF_013357605.1,GCF_037101305.1,Vibrio cholerae,Vibrio cholerae,0.01928,18,16,16.26
GCF_013357605.1,GCF_039602145.1,Vibrio cholerae,Vibrio cholerae,0.01845,18,17,16.26
GCF_013357605.1,GCF_040412195.1,Vibrio cholerae,Vibrio cholerae,0.01608,22,19,20.38
GCF_013357605.1,GCF_040556435.1,Vibrio cholerae,Vibrio cholerae,0.01549,19,13,17.29
GCF_013357605.1,GCF_040735825.1,Vibrio cholerae,Vibrio cholerae,0.01861,14,11,12.43
GCF_013357605.1,GCF_040805305.1,Vibrio cholerae,Vibrio cholerae,0.01881,10,9,8.35
GCF_013357605.1,GCF_041834225.2,Vibrio cholerae,Vibrio cholerae,0.01583,24,23,22.24
GCF_013357605.1,GCF_042604665.1,Vibrio cholerae,Vibrio cholerae,0.01653,26,15,24.22
GCF_013357605.1,GCF_043754845.1,Vibrio cholerae,Vibrio cholerae,0.01589,25,19,23.14
GCF_013357605.1,GCF_043755855.1,Vibrio cholerae,Vibrio cholerae,0.01600,23,16,21.19
GCF_013357605.1,GCF_043756065.1,Vibrio cholerae,Vibrio cholerae,0.01581,23,16,21.19
GCF_013357605.1,GCF_043756335.1,Vibrio cholerae,Vibrio cholerae,0.01601,23,16,21.19
GCF_013357605.1,GCF_043757505.1,Vibrio cholerae,Vibrio cholerae,0.01600,23,16,21.19
GCF_013357605.1,GCF_043757815.1,Vibrio cholerae,Vibrio cholerae,0.01582,18,13,16.26
GCF_013357605.1,GCF_043758405.1,Vibrio cholerae,Vibrio cholerae,0.01596,23,16,21.19
GCF_013357605.1,GCF_043759795.1,Vibrio cholerae,Vibrio cholerae,0.01600,23,16,21.19
GCF_013357605.1,GCF_043760105.1,Vibrio cholerae,Vibrio cholerae,0.01603,19,14,17.29
GCF_013357605.1,GCF_043760675.1,Vibrio cholerae,Vibrio cholerae,0.01604,21,16,19.45
GCF_013357605.1,GCF_043762865.1,Vibrio cholerae,Vibrio cholerae,0.01605,19,14,17.29
GCF_013357605.1,GCF_043763295.1,Vibrio cholerae,Vibrio cholerae,0.01605,19,14,17.29
GCF_013357605.1,GCF_043763905.1,Vibrio cholerae,Vibrio cholerae,0.01597,18,12,16.26
GCF_013357605.1,GCF_043765735.1,Vibrio cholerae,Vibrio cholerae,0.01604,19,14,17.29
GCF_013357605.1,GCF_043766185.1,Vibrio cholerae,Vibrio cholerae,0.01580,23,16,21.19
GCF_013357605.1,GCF_043766955.1,Vibrio cholerae,Vibrio cholerae,0.01606,19,14,17.29
GCF_013357605.1,GCF_043769025.1,Vibrio cholerae,Vibrio cholerae,0.01571,23,16,21.19
GCF_013357605.1,GCF_044343075.1,Vibrio cholerae,Vibrio cholerae,0.01593,23,16,21.19
GCF_013357605.1,GCF_044343085.1,Vibrio cholerae,Vibrio cholerae,0.01587,23,16,21.19
GCF_013357605.1,GCF_044343165.1,Vibrio cholerae,Vibrio cholerae,0.01632,23,22,21.19
GCF_013357605.1,GCF_044905045.1,Vibrio cholerae,Vibrio cholerae,0.01697,24,15,22.24
GCF_013357605.1,GCF_044905055.1,Vibrio cholerae,Vibrio cholerae,0.01684,24,23,22.24
GCF_013357605.1,GCF_045689275.1,Vibrio cholerae,Vibrio cholerae,0.01907,21,20,19.45
GCF_013357605.1,GCF_045689325.1,Vibrio cholerae,Vibrio cholerae V52,0.01572,20,13,18.30
GCF_013357605.1,GCF_046097525.1,Vibrio cholerae,Vibrio cholerae,0.01893,11,8,9.41
GCF_013357605.1,GCF_046736365.1,Vibrio cholerae,Vibrio cholerae C6706,0.01618,23,16,21.19
GCF_013357605.1,GCF_046850195.1,Vibrio cholerae,Vibrio aestuarianus subsp. francensis,0.21677,13,9,11.43
GCF_013357605.1,GCF_047524955.2,Vibrio cholerae,Vibrio cholerae,0.01656,24,23,22.24
GCF_013357605.1,GCF_050500225.1,Vibrio cholerae,Vibrio cholerae,0.01591,24,15,22.24
GCF_013357605.1,GCF_051046905.1,Vibrio cholerae,Vibrio cholerae,0.01926,20,18,18.30
GCF_013357605.1,GCF_051903285.1,Vibrio cholerae,Vibrio cholerae,0.01594,24,15,22.24
GCF_013357605.1,GCF_051903295.1,Vibrio cholerae,Vibrio cholerae,0.01595,23,14,21.19
GCF_013357605.1,GCF_052271875.1,Vibrio cholerae,Vibrio cholerae,0.01596,25,16,23.14
GCF_013357605.1,GCF_052545415.1,Vibrio cholerae,Vibrio cholerae,0.01621,17,16,15.42
GCF_013357605.1,GCF_052956585.1,Vibrio cholerae,Vibrio cholerae,0.01604,23,14,21.19
GCF_013357605.1,GCF_053154035.1,Vibrio cholerae,Vibrio harveyi,0.23644,10,9,8.35
GCF_013357605.1,GCF_053202865.1,Vibrio cholerae,Vibrio cholerae,0.02031,16,15,14.40
GCF_013357605.1,GCF_053220475.1,Vibrio cholerae,Vibrio cholerae,0.01682,16,14,14.40
GCF_013357605.1,GCF_053220495.1,Vibrio cholerae,Vibrio cholerae,0.01650,16,14,14.40
GCF_013357605.1,GCF_053220515.1,Vibrio cholerae,Vibrio cholerae,0.01678,23,22,21.19
GCF_013357605.1,GCF_053220535.1,Vibrio cholerae,Vibrio cholerae,0.01800,15,13,13.29
GCF_013357605.1,GCF_053220555.1,Vibrio cholerae,Vibrio cholerae,0.01909,19,16,17.29
GCF_013357605.1,GCF_053220575.1,Vibrio cholerae,Vibrio cholerae,0.01910,19,16,17.29
GCF_013357605.1,GCF_053220585.1,Vibrio cholerae,Vibrio cholerae,0.01627,16,15,14.40
GCF_013357605.1,GCF_053220615.1,Vibrio cholerae,Vibrio cholerae,0.01791,14,13,12.43
GCF_013357605.1,GCF_053220635.1,Vibrio cholerae,Vibrio cholerae,0.01694,19,17,17.29
GCF_013357605.1,GCF_053220655.1,Vibrio cholerae,Vibrio cholerae,0.01739,24,23,22.24
GCF_013357605.1,GCF_053220675.1,Vibrio cholerae,Vibrio cholerae,0.01655,21,19,19.45
GCF_013357605.1,GCF_053220695.1,Vibrio cholerae,Vibrio cholerae,0.01747,16,15,14.40
GCF_013357605.1,GCF_053220715.1,Vibrio cholerae,Vibrio cholerae,0.01694,23,22,21.19
GCF_013357605.1,GCF_054906185.1,Vibrio cholerae,Vibrio cholerae,0.01687,20,18,18.30
GCF_013357605.1,GCF_055389885.1,Vibrio cholerae,Vibrio cholerae,0.01908,14,13,12.43
GCF_013357605.1,GCF_055797365.1,Vibrio cholerae,Vibrio cholerae,0.01983,15,14,13.29
GCF_013357605.1,GCF_056770475.1,Vibrio cholerae,Vibrio cholerae,0.01656,24,15,22.24
GCF_013357605.1,GCF_056770485.1,Vibrio cholerae,Vibrio cholerae,0.01589,24,15,22.24
GCF_013357605.1,GCF_056770535.1,Vibrio cholerae,Vibrio cholerae,0.01684,24,15,22.24
GCF_013357605.1,GCF_056770545.1,Vibrio cholerae,Vibrio cholerae,0.01589,24,15,22.24
GCF_013357605.1,GCF_056770575.1,Vibrio cholerae,Vibrio cholerae,0.01589,24,15,22.24
GCF_013357605.1,GCF_058215515.1,Vibrio cholerae,Vibrio cholerae,0.01689,19,18,17.29
GCF_013357605.1,GCF_059692255.1,Vibrio cholerae,Vibrio cholerae,0.01753,13,11,11.43
GCF_013357605.1,GCF_900185995.1,Vibrio cholerae,Vibrio cholerae,0.01762,14,13,12.43
GCF_013357605.1,GCF_900205735.1,Vibrio cholerae,Vibrio cholerae O1 biovar El Tor str. N16961,0.01581,23,16,21.19
GCF_013357605.1,GCF_900324425.1,Vibrio cholerae,Vibrio cholerae,0.01581,26,15,24.22
GCF_013357605.1,GCF_900324435.1,Vibrio cholerae,Vibrio cholerae,0.03447,15,12,13.29
GCF_013357605.1,GCF_900324445.1,Vibrio cholerae,Vibrio cholerae,0.01581,26,15,24.22
GCF_013357605.1,GCF_900324455.1,Vibrio cholerae,Vibrio cholerae,0.01581,26,15,24.22
GCF_013357605.1,GCF_900538065.1,Vibrio cholerae,Vibrio paracholerae,0.03660,17,16,15.42
GCF_013357605.1,GCF_937000105.1,Vibrio cholerae,Vibrio cholerae,0.01656,24,15,22.24
GCF_013357625.1,GCF_013357645.1,Vibrio cholerae,Vibrio cholerae,0.00523,82,1,80.09
GCF_013357625.1,GCF_013357665.1,Vibrio cholerae,Vibrio cholerae,0.01674,28,26,26.45
GCF_013357625.1,GCF_013357685.1,Vibrio cholerae,Vibrio cholerae,0.01971,24,19,22.24
GCF_013357625.1,GCF_013357725.1,Vibrio cholerae,Vibrio cholerae,0.01847,30,29,28.45
GCF_013357625.1,GCF_013357745.1,Vibrio cholerae,Vibrio cholerae,0.01872,26,25,24.22
GCF_013357625.1,GCF_013357765.1,Vibrio cholerae,Vibrio cholerae,0.01863,29,24,27.16
GCF_013357625.1,GCF_013357785.1,Vibrio cholerae,Vibrio cholerae,0.02075,26,21,24.22
GCF_013357625.1,GCF_013357805.1,Vibrio cholerae,Vibrio cholerae,0.02077,26,21,24.22
GCF_013357625.1,GCF_013357825.1,Vibrio cholerae,Vibrio cholerae,0.02041,13,12,11.43
GCF_013357625.1,GCF_013357845.1,Vibrio cholerae,Vibrio cholerae,0.02084,15,14,13.29
GCF_013357625.1,GCF_013357865.1,Vibrio cholerae,Vibrio cholerae,0.02020,14,13,12.43
GCF_013357625.1,GCF_013357885.1,Vibrio cholerae,Vibrio cholerae,0.01819,31,28,29.41
GCF_013357625.1,GCF_013393845.1,Vibrio cholerae,Vibrio parahaemolyticus,0.22894,10,7,8.35
GCF_013357625.1,GCF_013462495.1,Vibrio cholerae,Vibrio cholerae,0.01972,22,21,20.38
GCF_013357625.1,GCF_014211935.1,Vibrio cholerae,Vibrio vulnificus,0.21859,14,9,12.43
GCF_013357625.1,GCF_014217295.1,Vibrio cholerae,Vibrio parahaemolyticus,0.22780,10,5,8.35
GCF_013357625.1,GCF_014788305.1,Vibrio cholerae,Vibrio navarrensis,0.19910,12,11,10.26
GCF_013357625.1,GCF_015168795.1,Vibrio cholerae,Vibrio cholerae,0.01813,21,20,19.45
GCF_013357625.1,GCF_015482825.1,Vibrio cholerae,Vibrio cholerae C6706,0.01866,20,15,18.30
GCF_013357625.1,GCF_015767675.1,Vibrio cholerae,Vibrio navarrensis,0.20098,19,18,17.29
GCF_013357625.1,GCF_017948285.1,Vibrio cholerae,Vibrio cholerae,0.01864,20,15,18.30
GCF_013357625.1,GCF_017948345.1,Vibrio cholerae,Vibrio cholerae MO10,0.01882,22,21,20.38
GCF_013357625.1,GCF_018336415.1,Vibrio cholerae,Vibrio cholerae O37,0.01846,16,10,14.40
GCF_013357625.1,GCF_019458445.1,Vibrio cholerae,Vibrio cholerae,0.01845,18,17,16.26
GCF_013357625.1,GCF_019458465.1,Vibrio cholerae,Vibrio cholerae,0.02008,16,15,14.40
GCF_013357625.1,GCF_019704235.1,Vibrio cholerae,Vibrio cholerae,0.01882,19,17,17.29
GCF_013357625.1,GCF_019704255.1,Vibrio cholerae,Vibrio cholerae,0.01870,21,20,19.45
GCF_013357625.1,GCF_021431865.1,Vibrio cholerae,Vibrio cholerae,0.01884,18,16,16.26
GCF_013357625.1,GCF_021431945.1,Vibrio cholerae,Vibrio cholerae,0.01978,25,23,23.14
GCF_013357625.1,GCF_023169825.1,Vibrio cholerae,Vibrio cholerae,0.01966,12,11,10.26
GCF_013357625.1,GCF_024582835.1,Vibrio cholerae,Vibrio japonicus,0.24070,10,8,8.35
GCF_013357625.1,GCF_024734685.1,Vibrio cholerae,Vibrio cholerae,0.01881,18,17,16.26
GCF_013357625.1,GCF_025258925.1,Vibrio cholerae,Vibrio cholerae,0.02031,19,14,17.29
GCF_013357625.1,GCF_025258945.1,Vibrio cholerae,Vibrio cholerae,0.02031,19,14,17.29
GCF_013357625.1,GCF_025397955.1,Vibrio cholerae,Vibrio sp. J502,0.21011,19,18,17.29
GCF_013357625.1,GCF_026000435.1,Vibrio cholerae,Vibrio sp. STUT-A11,0.23644,12,10,10.26
GCF_013357625.1,GCF_026013235.1,Vibrio cholerae,Vibrio cholerae,0.01828,19,17,17.29
GCF_013357625.1,GCF_028551295.1,Vibrio cholerae,Vibrio parahaemolyticus,0.23131,11,10,9.41
GCF_013357625.1,GCF_029635775.1,Vibrio cholerae,Vibrio misgurnus,0.15889,10,7,8.35
GCF_013357625.1,GCF_029990625.1,Vibrio cholerae,Vibrio vulnificus,0.21767,12,11,10.26
GCF_013357625.1,GCF_030062725.1,Vibrio cholerae,Vibrio cholerae,0.01821,18,17,16.26
GCF_013357625.1,GCF_030064615.2,Vibrio cholerae,Vibrio parahaemolyticus,0.23131,10,9,8.35
GCF_013357625.1,GCF_030580635.1,Vibrio cholerae,Vibrio metoecus,0.08600,16,15,14.40
GCF_013357625.1,GCF_030718725.1,Vibrio cholerae,Vibrio cholerae,0.01884,18,17,16.26
GCF_013357625.1,GCF_030718745.1,Vibrio cholerae,Vibrio cholerae,0.01884,18,17,16.26
GCF_013357625.1,GCF_030718765.1,Vibrio cholerae,Vibrio cholerae,0.01886,18,16,16.26
GCF_013357625.1,GCF_030718785.1,Vibrio cholerae,Vibrio cholerae,0.03613,28,26,26.45
GCF_013357625.1,GCF_032027525.2,Vibrio cholerae,Vibrio cholerae,0.01873,33,31,31.39
GCF_013357625.1,GCF_032463505.1,Vibrio cholerae,Vibrio alginolyticus,0.24376,11,10,9.41
GCF_013357625.1,GCF_032841475.3,Vibrio cholerae,Vibrio cholerae,0.01814,32,31,30.31
GCF_013357625.1,GCF_032841535.3,Vibrio cholerae,Vibrio cholerae,0.02073,16,14,14.40
GCF_013357625.1,GCF_033803245.2,Vibrio cholerae,Vibrio cholerae,0.03459,18,15,16.26
GCF_013357625.1,GCF_034008165.1,Vibrio cholerae,Vibrio cholerae,0.01954,18,16,16.26
GCF_013357625.1,GCF_034008175.1,Vibrio cholerae,Vibrio cholerae,0.01875,18,16,16.26
GCF_013357625.1,GCF_036553415.2,Vibrio cholerae,Vibrio mimicus,0.10874,12,10,10.26
GCF_013357625.1,GCF_037101305.1,Vibrio cholerae,Vibrio cholerae,0.02092,21,19,19.45
GCF_013357625.1,GCF_039602145.1,Vibrio cholerae,Vibrio cholerae,0.01996,20,19,18.30
GCF_013357625.1,GCF_039658525.1,Vibrio cholerae,Vibrio parahaemolyticus,0.23254,11,10,9.41
GCF_013357625.1,GCF_040126105.1,Vibrio cholerae,Vibrio parahaemolyticus,0.23131,11,10,9.41
GCF_013357625.1,GCF_040235185.1,Vibrio cholerae,Vibrio metschnikovii,0.23381,14,12,12.43
GCF_013357625.1,GCF_040315585.1,Vibrio cholerae,Vibrio metschnikovii,0.23644,11,7,9.41
GCF_013357625.1,GCF_040412195.1,Vibrio cholerae,Vibrio cholerae,0.01914,17,14,15.42
GCF_013357625.1,GCF_040556435.1,Vibrio cholerae,Vibrio cholerae,0.01795,20,17,18.30
GCF_013357625.1,GCF_040588515.1,Vibrio cholerae,Vibrio metschnikovii,0.23381,14,12,12.43
GCF_013357625.1,GCF_040735825.1,Vibrio cholerae,Vibrio cholerae,0.01762,19,16,17.29
GCF_013357625.1,GCF_040969975.1,Vibrio cholerae,Vibrio diabolicus,0.24070,11,9,9.41
GCF_013357625.1,GCF_041734175.1,Vibrio cholerae,Vibrio anguillarum,0.21090,13,11,11.43
GCF_013357625.1,GCF_041834225.2,Vibrio cholerae,Vibrio cholerae,0.01877,18,16,16.26
GCF_013357625.1,GCF_042604665.1,Vibrio cholerae,Vibrio cholerae,0.01951,20,19,18.30
GCF_013357625.1,GCF_042940635.1,Vibrio cholerae,Vibrio sp. NH-UV-68,0.23511,11,10,9.41
GCF_013357625.1,GCF_043754845.1,Vibrio cholerae,Vibrio cholerae,0.01837,21,20,19.45
GCF_013357625.1,GCF_043755855.1,Vibrio cholerae,Vibrio cholerae,0.01850,20,15,18.30
GCF_013357625.1,GCF_043756065.1,Vibrio cholerae,Vibrio cholerae,0.01826,22,17,20.38
GCF_013357625.1,GCF_043756335.1,Vibrio cholerae,Vibrio cholerae,0.01851,21,16,19.45
GCF_013357625.1,GCF_043757505.1,Vibrio cholerae,Vibrio cholerae,0.01850,20,16,18.30
GCF_013357625.1,GCF_043757815.1,Vibrio cholerae,Vibrio cholerae,0.01826,21,18,19.45
GCF_013357625.1,GCF_043758405.1,Vibrio cholerae,Vibrio cholerae,0.01845,20,15,18.30
GCF_013357625.1,GCF_043759795.1,Vibrio cholerae,Vibrio cholerae,0.01850,20,15,18.30
GCF_013357625.1,GCF_043760105.1,Vibrio cholerae,Vibrio cholerae,0.01851,21,18,19.45
GCF_013357625.1,GCF_043760675.1,Vibrio cholerae,Vibrio cholerae,0.01851,23,20,21.19
GCF_013357625.1,GCF_043762865.1,Vibrio cholerae,Vibrio cholerae,0.01853,21,18,19.45
GCF_013357625.1,GCF_043763295.1,Vibrio cholerae,Vibrio cholerae,0.01853,21,18,19.45
GCF_013357625.1,GCF_043763905.1,Vibrio cholerae,Vibrio cholerae,0.01848,22,21,20.38
GCF_013357625.1,GCF_043765735.1,Vibrio cholerae,Vibrio cholerae,0.01852,21,18,19.45
GCF_013357625.1,GCF_043766185.1,Vibrio cholerae,Vibrio cholerae,0.01826,20,15,18.30
GCF_013357625.1,GCF_043766955.1,Vibrio cholerae,Vibrio cholerae,0.01855,21,18,19.45
GCF_013357625.1,GCF_043769025.1,Vibrio cholerae,Vibrio cholerae,0.01817,20,15,18.30
GCF_013357625.1,GCF_044343075.1,Vibrio cholerae,Vibrio cholerae,0.01841,21,16,19.45
GCF_013357625.1,GCF_044343085.1,Vibrio cholerae,Vibrio cholerae,0.01835,20,15,18.30
GCF_013357625.1,GCF_044343165.1,Vibrio cholerae,Vibrio cholerae,0.01872,20,18,18.30
GCF_013357625.1,GCF_044784405.1,Vibrio cholerae,Vibrio cholerae,0.01855,15,9,13.29
GCF_013357625.1,GCF_044905045.1,Vibrio cholerae,Vibrio cholerae,0.01960,18,17,16.26
GCF_013357625.1,GCF_044905055.1,Vibrio cholerae,Vibrio cholerae,0.01945,18,16,16.26
GCF_013357625.1,GCF_045348105.1,Vibrio cholerae,Vibrio vulnificus,0.21767,12,11,10.26
GCF_013357625.1,GCF_045689275.1,Vibrio cholerae,Vibrio cholerae,0.01874,21,18,19.45
GCF_013357625.1,GCF_045689325.1,Vibrio cholerae,Vibrio cholerae V52,0.01848,18,12,16.26
GCF_013357625.1,GCF_046097525.1,Vibrio cholerae,Vibrio cholerae,0.01999,17,16,15.42
GCF_013357625.1,GCF_046736365.1,Vibrio cholerae,Vibrio cholerae C6706,0.01866,20,15,18.30
GCF_013357625.1,GCF_046850195.1,Vibrio cholerae,Vibrio aestuarianus subsp. francensis,0.22453,14,10,12.43
GCF_013357625.1,GCF_047221425.1,Vibrio cholerae,Vibrio cholerae,0.01916,12,9,10.26
GCF_013357625.1,GCF_047524955.2,Vibrio cholerae,Vibrio cholerae,0.01954,18,16,16.26
GCF_013357625.1,GCF_049315005.1,Vibrio cholerae,Vibrio anguillarum,0.21332,13,9,11.43
GCF_013357625.1,GCF_050500225.1,Vibrio cholerae,Vibrio cholerae,0.01884,18,17,16.26
GCF_013357625.1,GCF_051046905.1,Vibrio cholerae,Vibrio cholerae,0.01911,33,30,31.39
GCF_013357625.1,GCF_051352415.1,Vibrio cholerae,Vibrio cidicii,0.18869,14,13,12.43
GCF_013357625.1,GCF_051903285.1,Vibrio cholerae,Vibrio cholerae,0.01889,26,24,24.22
GCF_013357625.1,GCF_051903295.1,Vibrio cholerae,Vibrio cholerae,0.01889,27,25,25.34
GCF_013357625.1,GCF_052271875.1,Vibrio cholerae,Vibrio cholerae,0.01892,27,25,25.34
GCF_013357625.1,GCF_052545415.1,Vibrio cholerae,Vibrio cholerae,0.01761,29,28,27.16
GCF_013357625.1,GCF_052956585.1,Vibrio cholerae,Vibrio cholerae,0.01894,18,17,16.26
GCF_013357625.1,GCF_053202865.1,Vibrio cholerae,Vibrio cholerae,0.02103,21,19,19.45
GCF_013357625.1,GCF_053220475.1,Vibrio cholerae,Vibrio cholerae,0.01795,32,31,30.31
GCF_013357625.1,GCF_053220495.1,Vibrio cholerae,Vibrio cholerae,0.01921,24,19,22.24
GCF_013357625.1,GCF_053220515.1,Vibrio cholerae,Vibrio cholerae,0.01738,30,29,28.45
GCF_013357625.1,GCF_053220535.1,Vibrio cholerae,Vibrio cholerae,0.01874,17,16,15.42
GCF_013357625.1,GCF_053220555.1,Vibrio cholerae,Vibrio cholerae,0.01986,30,29,28.45
GCF_013357625.1,GCF_053220575.1,Vibrio cholerae,Vibrio cholerae,0.01987,30,29,28.45
GCF_013357625.1,GCF_053220585.1,Vibrio cholerae,Vibrio cholerae,0.01816,19,18,17.29
GCF_013357625.1,GCF_053220615.1,Vibrio cholerae,Vibrio cholerae,0.01886,23,22,21.19
GCF_013357625.1,GCF_053220635.1,Vibrio cholerae,Vibrio cholerae,0.01836,28,27,26.45
GCF_013357625.1,GCF_053220655.1,Vibrio cholerae,Vibrio cholerae,0.01842,30,29,28.45
GCF_013357625.1,GCF_053220675.1,Vibrio cholerae,Vibrio cholerae,0.01827,26,25,24.22
GCF_013357625.1,GCF_053220695.1,Vibrio cholerae,Vibrio cholerae,0.01821,20,19,18.30
GCF_013357625.1,GCF_053220715.1,Vibrio cholerae,Vibrio cholerae,0.01814,30,29,28.45
GCF_013357625.1,GCF_053294815.1,Vibrio cholerae,Vibrio parahaemolyticus,0.23254,11,10,9.41
GCF_013357625.1,GCF_054112565.1,Vibrio cholerae,Vibrio metschnikovii,0.23131,15,13,13.29
GCF_013357625.1,GCF_054906185.1,Vibrio cholerae,Vibrio cholerae,0.01877,18,15,16.26
GCF_013357625.1,GCF_055389885.1,Vibrio cholerae,Vibrio cholerae,0.01872,15,14,13.29
GCF_013357625.1,GCF_055797365.1,Vibrio cholerae,Vibrio cholerae,0.02092,23,21,21.19
GCF_013357625.1,GCF_056135565.1,Vibrio cholerae,Vibrio parahaemolyticus,0.23131,13,6,11.43
GCF_013357625.1,GCF_056770475.1,Vibrio cholerae,Vibrio cholerae,0.01954,18,17,16.26
GCF_013357625.1,GCF_056770485.1,Vibrio cholerae,Vibrio cholerae,0.01881,18,17,16.26
GCF_013357625.1,GCF_056770535.1,Vibrio cholerae,Vibrio cholerae,0.01984,18,17,16.26
GCF_013357625.1,GCF_056770545.1,Vibrio cholerae,Vibrio cholerae,0.01884,18,17,16.26
GCF_013357625.1,GCF_056770575.1,Vibrio cholerae,Vibrio cholerae,0.01881,18,17,16.26
GCF_013357625.1,GCF_056934275.1,Vibrio cholerae,Vibrio parahaemolyticus,0.23381,11,10,9.41
GCF_013357625.1,GCF_058215515.1,Vibrio cholerae,Vibrio cholerae,0.01884,26,25,24.22
GCF_013357625.1,GCF_059772125.1,Vibrio cholerae,Vibrio jasicida,0.23782,10,9,8.35
GCF_013357625.1,GCF_059941805.1,Vibrio cholerae,Vibrio parahaemolyticus,0.23511,10,9,8.35
GCF_013357625.1,GCF_900185995.1,Vibrio cholerae,Vibrio cholerae,0.01889,22,21,20.38
GCF_013357625.1,GCF_900205735.1,Vibrio cholerae,Vibrio cholerae O1 biovar El Tor str. N16961,0.01826,20,15,18.30
GCF_013357625.1,GCF_900324425.1,Vibrio cholerae,Vibrio cholerae,0.01883,22,21,20.38
GCF_013357625.1,GCF_900324435.1,Vibrio cholerae,Vibrio cholerae,0.03488,19,16,17.29
GCF_013357625.1,GCF_900324445.1,Vibrio cholerae,Vibrio cholerae,0.01883,22,21,20.38
GCF_013357625.1,GCF_900324455.1,Vibrio cholerae,Vibrio cholerae,0.01883,22,21,20.38
GCF_013357625.1,GCF_900538065.1,Vibrio cholerae,Vibrio paracholerae,0.03632,25,21,23.14
GCF_013357625.1,GCF_937000105.1,Vibrio cholerae,Vibrio cholerae,0.01954,18,17,16.26
GCF_013357625.1,GCF_937000115.1,Vibrio cholerae,Vibrio cholerae,0.01958,10,8,8.35
GCF_013357645.1,GCF_013357665.1,Vibrio cholerae,Vibrio cholerae,0.01631,27,25,25.34
GCF_013357645.1,GCF_013357685.1,Vibrio cholerae,Vibrio cholerae,0.01882,23,20,21.19
GCF_013357645.1,GCF_013357725.1,Vibrio cholerae,Vibrio cholerae,0.01790,31,30,29.41
GCF_013357645.1,GCF_013357745.1,Vibrio cholerae,Vibrio cholerae,0.01802,26,25,24.22
GCF_013357645.1,GCF_013357765.1,Vibrio cholerae,Vibrio cholerae,0.01782,32,29,30.31
GCF_013357645.1,GCF_013357785.1,Vibrio cholerae,Vibrio cholerae,0.01998,27,23,25.34
GCF_013357645.1,GCF_013357805.1,Vibrio cholerae,Vibrio cholerae,0.01999,28,24,26.45
GCF_013357645.1,GCF_013357825.1,Vibrio cholerae,Vibrio cholerae,0.01967,14,13,12.43
GCF_013357645.1,GCF_013357845.1,Vibrio cholerae,Vibrio cholerae,0.02012,18,17,16.26
GCF_013357645.1,GCF_013357865.1,Vibrio cholerae,Vibrio cholerae,0.01940,16,15,14.40
GCF_013357645.1,GCF_013357885.1,Vibrio cholerae,Vibrio cholerae,0.01785,30,27,28.45
GCF_013357645.1,GCF_013462495.1,Vibrio cholerae,Vibrio cholerae,0.01906,21,20,19.45
GCF_013357645.1,GCF_014211935.1,Vibrio cholerae,Vibrio vulnificus,0.21677,13,10,11.43
GCF_013357645.1,GCF_014788305.1,Vibrio cholerae,Vibrio navarrensis,0.19972,10,9,8.35
GCF_013357645.1,GCF_015168795.1,Vibrio cholerae,Vibrio cholerae,0.01787,21,19,19.45
GCF_013357645.1,GCF_015482825.1,Vibrio cholerae,Vibrio cholerae C6706,0.01803,17,14,15.42
GCF_013357645.1,GCF_015767675.1,Vibrio cholerae,Vibrio navarrensis,0.20034,19,18,17.29
GCF_013357645.1,GCF_017948285.1,Vibrio cholerae,Vibrio cholerae,0.01802,17,14,15.42
GCF_013357645.1,GCF_017948345.1,Vibrio cholerae,Vibrio cholerae MO10,0.01819,22,21,20.38
GCF_013357645.1,GCF_018336415.1,Vibrio cholerae,Vibrio cholerae O37,0.01777,19,15,17.29
GCF_013357645.1,GCF_019458445.1,Vibrio cholerae,Vibrio cholerae,0.01783,18,17,16.26
GCF_013357645.1,GCF_019458465.1,Vibrio cholerae,Vibrio cholerae,0.01954,18,17,16.26
GCF_013357645.1,GCF_019704235.1,Vibrio cholerae,Vibrio cholerae,0.01814,19,17,17.29
GCF_013357645.1,GCF_019704255.1,Vibrio cholerae,Vibrio cholerae,0.01806,20,19,18.30
GCF_013357645.1,GCF_021431865.1,Vibrio cholerae,Vibrio cholerae,0.01819,18,16,16.26
GCF_013357645.1,GCF_021431945.1,Vibrio cholerae,Vibrio cholerae,0.01924,24,22,22.24
GCF_013357645.1,GCF_024734685.1,Vibrio cholerae,Vibrio cholerae,0.01813,18,17,16.26
GCF_013357645.1,GCF_025258925.1,Vibrio cholerae,Vibrio cholerae,0.01972,23,18,21.19
GCF_013357645.1,GCF_025258945.1,Vibrio cholerae,Vibrio cholerae,0.01972,23,18,21.19
GCF_013357645.1,GCF_025397955.1,Vibrio cholerae,Vibrio sp. J502,0.21502,16,15,14.40
GCF_013357645.1,GCF_026000435.1,Vibrio cholerae,Vibrio sp. STUT-A11,0.23924,12,10,10.26
GCF_013357645.1,GCF_026013235.1,Vibrio cholerae,Vibrio cholerae,0.01775,21,18,19.45
GCF_013357645.1,GCF_028551295.1,Vibrio cholerae,Vibrio parahaemolyticus,0.23254,11,10,9.41
